"times","A_flux","inert_flux","A_concentration","AZ_concentration","A_rate","AZ_rate"
0.96,0.274670938949547,0.293989231558171,0.247980301726399,0.0145626029851617,-0.00607471271787535,-0.0351999186881988
0.961,0.274007816462134,0.293264815536274,0.24738161400449,0.0145274455697062,-0.00606005528895975,-0.0351149464283721
0.962,0.273346294824998,0.292542184538884,0.246784371628212,0.0144923730239762,-0.00604543310707906,-0.0350301791550314
0.963,0.272686370174966,0.29182133416759,0.246188571108869,0.0144573851432314,-0.00603084608942811,-0.0349456163758909
0.964,0.272028038658162,0.291102260034816,0.245594208966177,0.0144224817232234,-0.0060162941533638,-0.0348612575998105
0.965,0.271371296429987,0.290384957763796,0.245001281728241,0.0143876625601941,-0.00600177721640538,-0.0347771023367936
0.966,0.270716139655097,0.289669422988549,0.244409785931535,0.0143529274508751,-0.00598729519623542,-0.0346931500979855
0.967,0.27006256450738,0.288955651353849,0.243819718120887,0.014318276192486,-0.00597284801069936,-0.0346094003956713
0.968,0.269410567169938,0.288243638515204,0.243231074849452,0.0142837085827338,-0.00595843557780584,-0.0345258527432733
0.969,0.26876014383506,0.287533380138824,0.242643852678695,0.0142492244198113,-0.00594405781572699,-0.0344425066553496
0.97,0.268111290704202,0.286824871901596,0.242058048178372,0.0142148235023963,-0.00592971464279857,-0.0343593616475913
0.971,0.267464003987967,0.286118109491062,0.241473657926512,0.0141805056296505,-0.00591540597751999,-0.0342764172368209
0.972,0.266818279906083,0.285413088605386,0.240890678509391,0.0141462706012177,-0.00590113173855461,-0.0341936729409901
0.973,0.266174114687379,0.284709804953332,0.240309106521519,0.0141121182172238,-0.00588689184472996,-0.0341111282791776
0.974,0.265531504569765,0.284008254254239,0.239728938565613,0.0140780482782747,-0.00587268621503761,-0.0340287827715869
0.975,0.264890445800212,0.283308432237991,0.239150171252588,0.0140440605854555,-0.00585851476863347,-0.0339466359395444
0.976,0.264250934634726,0.282610334644994,0.238572801201525,0.0140101549403296,-0.00584437742483795,-0.0338646873054971
0.977,0.263612967338334,0.281913957226148,0.237996825039661,0.0139763311449373,-0.00583027410313613,-0.0337829363930107
