times,A_flux,inert_flux,A_concentration,AZ_concentration,A_rate,AZ_rate,A_uptake
0.361,0.72929,1.28554,0.62424,0.34098,0.4731,0.4731,0.3411
0.362,0.72664,1.28243,0.62197,0.34145,0.47104,0.47104,0.34157
0.363,0.72401,1.27933,0.6197,0.34192,0.46899,0.46899,0.34204
0.364,0.72138,1.27623,0.61745,0.34239,0.46695,0.46695,0.34251
0.365,0.71877,1.27315,0.6152,0.34285,0.46492,0.46492,0.34297
0.366,0.71616,1.27006,0.61296,0.34332,0.4629,0.4629,0.34344
0.367,0.71356,1.26699,0.61073,0.34378,0.46089,0.46089,0.3439
0.368,0.71097,1.26392,0.60851,0.34424,0.45889,0.45889,0.34435
0.369,0.70839,1.26086,0.60629,0.3447,0.4569,0.4569,0.34481
0.37,0.70582,1.2578,0.60409,0.34515,0.45492,0.45492,0.34527
0.371,0.70326,1.25475,0.60189,0.34561,0.45295,0.45295,0.34572
0.372,0.70071,1.25171,0.5997,0.34606,0.45099,0.45099,0.34617
0.373,0.69816,1.24867,0.59751,0.34651,0.44904,0.44904,0.34662
0.374,0.69563,1.24564,0.59534,0.34696,0.4471,0.4471,0.34707
0.375,0.6931,1.24262,0.59317,0.3474,0.44517,0.44517,0.34751
0.376,0.69059,1.2396,0.59101,0.34785,0.44325,0.44325,0.34795
0.377,0.68808,1.23659,0.58886,0.34829,0.44133,0.44133,0.34839
0.378,0.68558,1.23359,0.58672,0.34873,0.43943,0.43943,0.34883
0.379,0.68309,1.23059,0.58459,0.34917,0.43754,0.43754,0.34927
0.38,0.68061,1.2276,0.58246,0.34961,0.43565,0.43565,0.34971
0.381,0.67814,1.22461,0.58034,0.35004,0.43378,0.43378,0.35014
0.382,0.67567,1.22163,0.57823,0.35047,0.43191,0.43191,0.35057
0.383,0.67322,1.21866,0.57612,0.3509,0.43005,0.43005,0.351
0.384,0.67077,1.21569,0.57403,0.35133,0.4282,0.4282,0.35143
0.385,0.66833,1.21274,0.57194,0.35176,0.42637,0.42637,0.35186
0.386,0.66591,1.20978,0.56986,0.35219,0.42454,0.42454,0.35228
0.387,0.66349,1.20684,0.56778,0.35261,0.42271,0.42271,0.3527
0.388,0.66107,1.2039,0.56572,0.35303,0.4209,0.4209,0.35312
0.389,0.65867,1.20096,0.56366,0.35345,0.4191,0.4191,0.35354
0.39,0.65628,1.19804,0.56161,0.35387,0.4173,0.4173,0.35396
0.391,0.65389,1.19512,0.55957,0.35429,0.41552,0.41552,0.35438
0.392,0.65152,1.1922,0.55753,0.3547,0.41374,0.41374,0.35479
0.393,0.64915,1.1893,0.5555,0.35511,0.41197,0.41197,0.3552
0.394,0.64679,1.1864,0.55348,0.35553,0.41021,0.41021,0.35561
0.395,0.64444,1.1835,0.55147,0.35593,0.40846,0.40846,0.35602
0.396,0.64209,1.18061,0.54946,0.35634,0.40672,0.40672,0.35643
0.397,0.63976,1.17773,0.54746,0.35675,0.40498,0.40498,0.35683
0.398,0.63743,1.17486,0.54547,0.35715,0.40326,0.40326,0.35723
0.399,0.63512,1.17199,0.54349,0.35755,0.40154,0.40154,0.35764
0.4,0.63281,1.16913,0.54151,0.35796,0.39983,0.39983,0.35804
0.401,0.63051,1.16627,0.53954,0.35835,0.39813,0.39813,0.35843
0.402,0.62821,1.16342,0.53758,0.35875,0.39643,0.39643,0.35883
0.403,0.62593,1.16058,0.53563,0.35915,0.39475,0.39475,0.35922
0.404,0.62365,1.15775,0.53368,0.35954,0.39307,0.39307,0.35962
0.405,0.62139,1.15492,0.53174,0.35993,0.3914,0.3914,0.36001
0.406,0.61913,1.15209,0.5298,0.36032,0.38974,0.38974,0.3604
0.407,0.61687,1.14928,0.52788,0.36071,0.38809,0.38809,0.36079
0.408,0.61463,1.14647,0.52596,0.3611,0.38644,0.38644,0.36117
0.409,0.6124,1.14366,0.52405,0.36149,0.3848,0.3848,0.36156
0.41,0.61017,1.14087,0.52214,0.36187,0.38317,0.38317,0.36194
0.411,0.60795,1.13808,0.52024,0.36225,0.38155,0.38155,0.36232
0.412,0.60574,1.13529,0.51835,0.36263,0.37994,0.37994,0.3627
0.413,0.60354,1.13251,0.51647,0.36301,0.37833,0.37833,0.36308
0.414,0.60134,1.12974,0.51459,0.36339,0.37673,0.37673,0.36346
0.415,0.59916,1.12698,0.51272,0.36377,0.37514,0.37514,0.36383
0.416,0.59698,1.12422,0.51086,0.36414,0.37356,0.37356,0.3642
0.417,0.59481,1.12147,0.509,0.36451,0.37198,0.37198,0.36458
0.418,0.59264,1.11872,0.50715,0.36488,0.37041,0.37041,0.36495
0.419,0.59049,1.11598,0.50531,0.36525,0.36885,0.36885,0.36532
0.42,0.58834,1.11325,0.50347,0.36562,0.3673,0.3673,0.36568
0.421,0.5862,1.11052,0.50164,0.36599,0.36575,0.36575,0.36605
0.422,0.58407,1.1078,0.49982,0.36635,0.36421,0.36421,0.36641
0.423,0.58194,1.10509,0.498,0.36672,0.36268,0.36268,0.36678
0.424,0.57983,1.10238,0.49619,0.36708,0.36116,0.36116,0.36714
0.425,0.57772,1.09968,0.49439,0.36744,0.35964,0.35964,0.3675
0.426,0.57562,1.09698,0.49259,0.3678,0.35813,0.35813,0.36785
0.427,0.57353,1.09429,0.4908,0.36815,0.35663,0.35663,0.36821
0.428,0.57144,1.09161,0.48902,0.36851,0.35513,0.35513,0.36857
0.429,0.56936,1.08894,0.48724,0.36886,0.35364,0.35364,0.36892
0.43,0.56729,1.08627,0.48547,0.36922,0.35216,0.35216,0.36927
0.431,0.56523,1.0836,0.48371,0.36957,0.35069,0.35069,0.36962
0.432,0.56317,1.08095,0.48195,0.36992,0.34922,0.34922,0.36997
0.433,0.56113,1.07829,0.4802,0.37027,0.34776,0.34776,0.37032
0.434,0.55909,1.07565,0.47846,0.37061,0.34631,0.34631,0.37066
0.435,0.55705,1.07301,0.47672,0.37096,0.34486,0.34486,0.37101
0.436,0.55503,1.07038,0.47499,0.3713,0.34342,0.34342,0.37135
0.437,0.55301,1.06775,0.47327,0.37165,0.34198,0.34198,0.37169
0.438,0.551,1.06513,0.47155,0.37199,0.34056,0.34056,0.37203
0.439,0.549,1.06252,0.46984,0.37233,0.33914,0.33914,0.37237
0.44,0.547,1.05991,0.46813,0.37267,0.33772,0.33772,0.37271
0.441,0.54501,1.05731,0.46643,0.373,0.33632,0.33632,0.37305
0.442,0.54303,1.05472,0.46474,0.37334,0.33492,0.33492,0.37338
0.443,0.54105,1.05213,0.46305,0.37367,0.33352,0.33352,0.37372
0.444,0.53909,1.04954,0.46137,0.37401,0.33214,0.33214,0.37405
0.445,0.53713,1.04697,0.45969,0.37434,0.33075,0.33075,0.37438
0.446,0.53518,1.0444,0.45802,0.37467,0.32938,0.32938,0.37471
0.447,0.53323,1.04183,0.45636,0.375,0.32801,0.32801,0.37504
0.448,0.53129,1.03928,0.45471,0.37532,0.32665,0.32665,0.37536
0.449,0.52936,1.03672,0.45306,0.37565,0.32529,0.32529,0.37569
0.45,0.52744,1.03418,0.45141,0.37597,0.32395,0.32395,0.37601
0.451,0.52552,1.03164,0.44977,0.3763,0.3226,0.3226,0.37633
0.452,0.52361,1.0291,0.44814,0.37662,0.32127,0.32127,0.37665
0.453,0.52171,1.02658,0.44651,0.37694,0.31994,0.31994,0.37697
0.454,0.51981,1.02405,0.44489,0.37726,0.31861,0.31861,0.37729
0.455,0.51792,1.02154,0.44328,0.37758,0.31729,0.31729,0.37761
0.456,0.51604,1.01903,0.44167,0.37789,0.31598,0.31598,0.37793
0.457,0.51416,1.01653,0.44007,0.37821,0.31468,0.31468,0.37824
0.458,0.5123,1.01403,0.43847,0.37852,0.31338,0.31338,0.37855
0.459,0.51043,1.01154,0.43688,0.37884,0.31208,0.31208,0.37887
0.46,0.50858,1.00905,0.4353,0.37915,0.31079,0.31079,0.37918
0.461,0.50673,1.00657,0.43372,0.37946,0.30951,0.30951,0.37949
0.462,0.50489,1.0041,0.43214,0.37977,0.30824,0.30824,0.37979
0.463,0.50306,1.00163,0.43058,0.38007,0.30696,0.30696,0.3801
0.464,0.50123,0.99917,0.42902,0.38038,0.3057,0.3057,0.38041
0.465,0.49941,0.99671,0.42746,0.38069,0.30444,0.30444,0.38071
0.466,0.49759,0.99426,0.42591,0.38099,0.30319,0.30319,0.38101
0.467,0.49579,0.99182,0.42437,0.38129,0.30194,0.30194,0.38132
0.468,0.49398,0.98938,0.42283,0.38159,0.3007,0.3007,0.38162
0.469,0.49219,0.98695,0.42129,0.38189,0.29946,0.29946,0.38192
0.47,0.4904,0.98452,0.41977,0.38219,0.29823,0.29823,0.38221
0.471,0.48862,0.9821,0.41824,0.38249,0.29701,0.29701,0.38251
0.472,0.48685,0.97969,0.41673,0.38279,0.29579,0.29579,0.38281
0.473,0.48508,0.97728,0.41522,0.38308,0.29458,0.29458,0.3831
0.474,0.48332,0.97487,0.41371,0.38338,0.29337,0.29337,0.38339
0.475,0.48156,0.97248,0.41221,0.38367,0.29217,0.29217,0.38369
0.476,0.47981,0.97009,0.41072,0.38396,0.29097,0.29097,0.38398
0.477,0.47807,0.9677,0.40923,0.38425,0.28978,0.28978,0.38427
0.478,0.47633,0.96532,0.40775,0.38454,0.28859,0.28859,0.38456
0.479,0.4746,0.96295,0.40627,0.38483,0.28741,0.28741,0.38484
0.48,0.47288,0.96058,0.40479,0.38511,0.28624,0.28624,0.38513
0.481,0.47116,0.95821,0.40333,0.3854,0.28507,0.28507,0.38541
0.482,0.46945,0.95586,0.40187,0.38568,0.2839,0.2839,0.3857
0.483,0.46775,0.95351,0.40041,0.38597,0.28274,0.28274,0.38598
0.484,0.46605,0.95116,0.39896,0.38625,0.28159,0.28159,0.38626
0.485,0.46436,0.94882,0.39751,0.38653,0.28044,0.28044,0.38654
0.486,0.46267,0.94649,0.39607,0.38681,0.2793,0.2793,0.38682
0.487,0.46099,0.94416,0.39464,0.38709,0.27816,0.27816,0.3871
0.488,0.45932,0.94184,0.39321,0.38737,0.27703,0.27703,0.38738
0.489,0.45765,0.93952,0.39178,0.38764,0.2759,0.2759,0.38765
0.49,0.45599,0.93721,0.39036,0.38792,0.27478,0.27478,0.38793
0.491,0.45434,0.9349,0.38895,0.38819,0.27366,0.27366,0.3882
0.492,0.45269,0.9326,0.38754,0.38847,0.27254,0.27254,0.38847
0.493,0.45105,0.93031,0.38614,0.38874,0.27144,0.27144,0.38874
0.494,0.44941,0.92802,0.38474,0.38901,0.27033,0.27033,0.38901
0.495,0.44778,0.92573,0.38335,0.38928,0.26924,0.26924,0.38928
0.496,0.44615,0.92346,0.38196,0.38955,0.26814,0.26814,0.38955
0.497,0.44453,0.92118,0.38057,0.38982,0.26705,0.26705,0.38982
0.498,0.44292,0.91892,0.3792,0.39008,0.26597,0.26597,0.39008
0.499,0.44131,0.91666,0.37782,0.39035,0.26489,0.26489,0.39035
0.5,0.43971,0.9144,0.37646,0.39061,0.26382,0.26382,0.39061
0.501,0.43812,0.91215,0.37509,0.39087,0.26275,0.26275,0.39088
0.502,0.43653,0.9099,0.37373,0.39114,0.26169,0.26169,0.39114
0.503,0.43495,0.90766,0.37238,0.3914,0.26063,0.26063,0.3914
0.504,0.43337,0.90543,0.37103,0.39166,0.25957,0.25957,0.39166
0.505,0.4318,0.9032,0.36969,0.39192,0.25852,0.25852,0.39192
0.506,0.43023,0.90098,0.36835,0.39218,0.25748,0.25748,0.39217
0.507,0.42867,0.89876,0.36702,0.39243,0.25644,0.25644,0.39243
0.508,0.42711,0.89655,0.36569,0.39269,0.2554,0.2554,0.39268
0.509,0.42557,0.89434,0.36437,0.39294,0.25437,0.25437,0.39294
0.51,0.42402,0.89214,0.36305,0.3932,0.25334,0.25334,0.39319
0.511,0.42248,0.88994,0.36173,0.39345,0.25232,0.25232,0.39344
0.512,0.42095,0.88775,0.36042,0.3937,0.2513,0.2513,0.3937
0.513,0.41943,0.88557,0.35912,0.39395,0.25029,0.25029,0.39395
0.514,0.41791,0.88339,0.35782,0.3942,0.24928,0.24928,0.3942
0.515,0.41639,0.88121,0.35653,0.39445,0.24828,0.24828,0.39444
0.516,0.41488,0.87904,0.35524,0.3947,0.24728,0.24728,0.39469
0.517,0.41338,0.87688,0.35395,0.39495,0.24628,0.24628,0.39494
0.518,0.41188,0.87472,0.35267,0.39519,0.24529,0.24529,0.39518
0.519,0.41039,0.87257,0.35139,0.39544,0.24431,0.24431,0.39543
0.52,0.4089,0.87042,0.35012,0.39568,0.24332,0.24332,0.39567
0.521,0.40742,0.86828,0.34886,0.39592,0.24235,0.24235,0.39591
0.522,0.40594,0.86614,0.34759,0.39616,0.24137,0.24137,0.39615
0.523,0.40447,0.86401,0.34634,0.39641,0.2404,0.2404,0.39639
0.524,0.403,0.86188,0.34508,0.39665,0.23944,0.23944,0.39663
0.525,0.40154,0.85976,0.34384,0.39688,0.23848,0.23848,0.39687
0.526,0.40009,0.85764,0.34259,0.39712,0.23752,0.23752,0.39711
0.527,0.39864,0.85553,0.34135,0.39736,0.23657,0.23657,0.39735
0.528,0.39719,0.85342,0.34012,0.3976,0.23562,0.23562,0.39758
0.529,0.39575,0.85132,0.33889,0.39783,0.23468,0.23468,0.39782
0.53,0.39432,0.84922,0.33766,0.39806,0.23374,0.23374,0.39805
0.531,0.39289,0.84713,0.33644,0.3983,0.2328,0.2328,0.39828
0.532,0.39147,0.84505,0.33523,0.39853,0.23187,0.23187,0.39851
0.533,0.39005,0.84297,0.33401,0.39876,0.23095,0.23095,0.39874
0.534,0.38864,0.84089,0.33281,0.39899,0.23002,0.23002,0.39897
0.535,0.38723,0.83882,0.3316,0.39922,0.2291,0.2291,0.3992
0.536,0.38583,0.83675,0.3304,0.39945,0.22819,0.22819,0.39943
0.537,0.38443,0.83469,0.32921,0.39968,0.22728,0.22728,0.39966
0.538,0.38304,0.83264,0.32802,0.39991,0.22637,0.22637,0.39988
0.539,0.38165,0.83059,0.32683,0.40013,0.22547,0.22547,0.40011
0.54,0.38027,0.82854,0.32565,0.40036,0.22457,0.22457,0.40033
0.541,0.37889,0.8265,0.32448,0.40058,0.22367,0.22367,0.40056
0.542,0.37752,0.82447,0.3233,0.4008,0.22278,0.22278,0.40078
0.543,0.37615,0.82244,0.32214,0.40103,0.22189,0.22189,0.401
0.544,0.37479,0.82041,0.32097,0.40125,0.22101,0.22101,0.40122
0.545,0.37343,0.81839,0.31981,0.40147,0.22013,0.22013,0.40144
0.546,0.37208,0.81637,0.31866,0.40169,0.21925,0.21925,0.40166
0.547,0.37073,0.81436,0.3175,0.40191,0.21838,0.21838,0.40188
0.548,0.36939,0.81236,0.31636,0.40212,0.21751,0.21751,0.4021
0.549,0.36805,0.81036,0.31521,0.40234,0.21665,0.21665,0.40232
0.55,0.36672,0.80836,0.31407,0.40256,0.21579,0.21579,0.40253
0.551,0.36539,0.80637,0.31294,0.40277,0.21493,0.21493,0.40275
0.552,0.36407,0.80438,0.31181,0.40299,0.21408,0.21408,0.40296
0.553,0.36275,0.8024,0.31068,0.4032,0.21323,0.21323,0.40317
0.554,0.36144,0.80043,0.30956,0.40341,0.21238,0.21238,0.40339
0.555,0.36013,0.79846,0.30844,0.40363,0.21154,0.21154,0.4036
0.556,0.35883,0.79649,0.30733,0.40384,0.2107,0.2107,0.40381
0.557,0.35753,0.79453,0.30622,0.40405,0.20987,0.20987,0.40402
0.558,0.35624,0.79257,0.30511,0.40426,0.20903,0.20903,0.40423
0.559,0.35495,0.79062,0.30401,0.40447,0.20821,0.20821,0.40443
0.56,0.35366,0.78867,0.30291,0.40467,0.20738,0.20738,0.40464
0.561,0.35238,0.78673,0.30182,0.40488,0.20656,0.20656,0.40485
0.562,0.35111,0.78479,0.30073,0.40509,0.20574,0.20574,0.40505
0.563,0.34984,0.78286,0.29964,0.40529,0.20493,0.20493,0.40526
0.564,0.34857,0.78093,0.29856,0.4055,0.20412,0.20412,0.40546
0.565,0.34731,0.779,0.29748,0.4057,0.20331,0.20331,0.40567
0.566,0.34605,0.77709,0.29641,0.4059,0.20251,0.20251,0.40587
0.567,0.3448,0.77517,0.29534,0.4061,0.20171,0.20171,0.40607
0.568,0.34356,0.77326,0.29427,0.40631,0.20091,0.20091,0.40627
0.569,0.34231,0.77136,0.29321,0.40651,0.20012,0.20012,0.40647
0.57,0.34107,0.76946,0.29215,0.40671,0.19933,0.19933,0.40667
0.571,0.33984,0.76756,0.2911,0.40691,0.19854,0.19854,0.40687
0.572,0.33861,0.76567,0.29005,0.4071,0.19776,0.19776,0.40707
0.573,0.33739,0.76378,0.289,0.4073,0.19698,0.19698,0.40726
0.574,0.33617,0.7619,0.28796,0.4075,0.19621,0.19621,0.40746
0.575,0.33495,0.76003,0.28692,0.40769,0.19543,0.19543,0.40765
0.576,0.33374,0.75815,0.28588,0.40789,0.19466,0.19466,0.40785
0.577,0.33253,0.75629,0.28485,0.40808,0.1939,0.1939,0.40804
0.578,0.33133,0.75442,0.28382,0.40828,0.19313,0.19313,0.40824
0.579,0.33013,0.75256,0.2828,0.40847,0.19238,0.19238,0.40843
0.58,0.32894,0.75071,0.28178,0.40866,0.19162,0.19162,0.40862
0.581,0.32775,0.74886,0.28076,0.40885,0.19087,0.19087,0.40881
0.582,0.32657,0.74702,0.27975,0.40904,0.19012,0.19012,0.409
0.583,0.32539,0.74518,0.27874,0.40923,0.18937,0.18937,0.40919
0.584,0.32421,0.74334,0.27773,0.40942,0.18863,0.18863,0.40938
0.585,0.32304,0.74151,0.27673,0.40961,0.18788,0.18788,0.40957
0.586,0.32187,0.73968,0.27573,0.4098,0.18715,0.18715,0.40975
0.587,0.32071,0.73786,0.27474,0.40998,0.18641,0.18641,0.40994
0.588,0.31955,0.73604,0.27374,0.41017,0.18568,0.18568,0.41013
0.589,0.31839,0.73423,0.27276,0.41036,0.18495,0.18495,0.41031
0.59,0.31724,0.73242,0.27177,0.41054,0.18423,0.18423,0.41049
0.591,0.3161,0.73062,0.27079,0.41072,0.18351,0.18351,0.41068
0.592,0.31495,0.72882,0.26982,0.41091,0.18279,0.18279,0.41086
0.593,0.31382,0.72702,0.26884,0.41109,0.18207,0.18207,0.41104
0.594,0.31268,0.72523,0.26787,0.41127,0.18136,0.18136,0.41122
0.595,0.31155,0.72344,0.26691,0.41145,0.18065,0.18065,0.4114
0.596,0.31043,0.72166,0.26594,0.41163,0.17994,0.17994,0.41158
0.597,0.30931,0.71988,0.26499,0.41181,0.17924,0.17924,0.41176
0.598,0.30819,0.71811,0.26403,0.41199,0.17854,0.17854,0.41194
0.599,0.30707,0.71634,0.26308,0.41217,0.17784,0.17784,0.41212
0.6,0.30597,0.71458,0.26213,0.41235,0.17715,0.17715,0.4123
0.601,0.30486,0.71282,0.26118,0.41252,0.17646,0.17646,0.41247
0.602,0.30376,0.71106,0.26024,0.4127,0.17577,0.17577,0.41265
0.603,0.30266,0.70931,0.2593,0.41287,0.17508,0.17508,0.41282
0.604,0.30157,0.70756,0.25837,0.41305,0.1744,0.1744,0.413
0.605,0.30048,0.70582,0.25744,0.41322,0.17372,0.17372,0.41317
0.606,0.29939,0.70408,0.25651,0.4134,0.17304,0.17304,0.41335
0.607,0.29831,0.70234,0.25558,0.41357,0.17236,0.17236,0.41352
0.608,0.29724,0.70061,0.25466,0.41374,0.17169,0.17169,0.41369
0.609,0.29616,0.69889,0.25374,0.41391,0.17102,0.17102,0.41386
0.61,0.29509,0.69716,0.25283,0.41408,0.17036,0.17036,0.41403
0.611,0.29403,0.69545,0.25192,0.41425,0.16969,0.16969,0.4142
0.612,0.29297,0.69373,0.25101,0.41442,0.16903,0.16903,0.41437
0.613,0.29191,0.69202,0.25011,0.41459,0.16838,0.16838,0.41454
0.614,0.29085,0.69032,0.2492,0.41476,0.16772,0.16772,0.41471
0.615,0.2898,0.68862,0.24831,0.41493,0.16707,0.16707,0.41487
0.616,0.28876,0.68692,0.24741,0.41509,0.16642,0.16642,0.41504
0.617,0.28772,0.68523,0.24652,0.41526,0.16577,0.16577,0.4152
0.618,0.28668,0.68354,0.24563,0.41543,0.16513,0.16513,0.41537
0.619,0.28564,0.68186,0.24475,0.41559,0.16449,0.16449,0.41553
0.62,0.28461,0.68018,0.24386,0.41575,0.16385,0.16385,0.4157
0.621,0.28358,0.6785,0.24299,0.41592,0.16321,0.16321,0.41586
0.622,0.28256,0.67683,0.24211,0.41608,0.16258,0.16258,0.41602
0.623,0.28154,0.67516,0.24124,0.41624,0.16195,0.16195,0.41619
0.624,0.28052,0.6735,0.24037,0.4164,0.16132,0.16132,0.41635
0.625,0.27951,0.67184,0.2395,0.41657,0.16069,0.16069,0.41651
0.626,0.2785,0.67018,0.23864,0.41673,0.16007,0.16007,0.41667
0.627,0.2775,0.66853,0.23778,0.41689,0.15945,0.15945,0.41683
0.628,0.2765,0.66689,0.23692,0.41705,0.15883,0.15883,0.41699
0.629,0.2755,0.66524,0.23607,0.4172,0.15822,0.15822,0.41714
0.63,0.27451,0.6636,0.23522,0.41736,0.1576,0.1576,0.4173
0.631,0.27352,0.66197,0.23437,0.41752,0.15699,0.15699,0.41746
0.632,0.27253,0.66034,0.23353,0.41768,0.15639,0.15639,0.41761
0.633,0.27155,0.65871,0.23269,0.41783,0.15578,0.15578,0.41777
0.634,0.27057,0.65709,0.23185,0.41799,0.15518,0.15518,0.41793
0.635,0.26959,0.65547,0.23101,0.41814,0.15458,0.15458,0.41808
0.636,0.26862,0.65385,0.23018,0.4183,0.15398,0.15398,0.41823
0.637,0.26765,0.65224,0.22935,0.41845,0.15339,0.15339,0.41839
0.638,0.26668,0.65064,0.22853,0.4186,0.15279,0.15279,0.41854
0.639,0.26572,0.64903,0.2277,0.41876,0.1522,0.1522,0.41869
0.64,0.26476,0.64743,0.22688,0.41891,0.15162,0.15162,0.41884
0.641,0.26381,0.64584,0.22607,0.41906,0.15103,0.15103,0.41899
0.642,0.26286,0.64425,0.22525,0.41921,0.15045,0.15045,0.41914
0.643,0.26191,0.64266,0.22444,0.41936,0.14987,0.14987,0.41929
0.644,0.26096,0.64108,0.22363,0.41951,0.14929,0.14929,0.41944
0.645,0.26002,0.6395,0.22283,0.41966,0.14871,0.14871,0.41959
0.646,0.25909,0.63792,0.22203,0.41981,0.14814,0.14814,0.41974
0.647,0.25815,0.63635,0.22123,0.41995,0.14757,0.14757,0.41989
0.648,0.25722,0.63478,0.22043,0.4201,0.147,0.147,0.42004
0.649,0.25629,0.63322,0.21964,0.42025,0.14643,0.14643,0.42018
0.65,0.25537,0.63166,0.21885,0.42039,0.14587,0.14587,0.42033
0.651,0.25445,0.6301,0.21806,0.42054,0.14531,0.14531,0.42047
0.652,0.25353,0.62855,0.21727,0.42069,0.14475,0.14475,0.42062
0.653,0.25262,0.627,0.21649,0.42083,0.14419,0.14419,0.42076
0.654,0.25171,0.62545,0.21571,0.42097,0.14364,0.14364,0.42091
0.655,0.2508,0.62391,0.21493,0.42112,0.14309,0.14309,0.42105
0.656,0.24989,0.62238,0.21416,0.42126,0.14254,0.14254,0.42119
0.657,0.24899,0.62084,0.21339,0.4214,0.14199,0.14199,0.42133
0.658,0.2481,0.61931,0.21262,0.42154,0.14144,0.14144,0.42147
0.659,0.2472,0.61779,0.21186,0.42168,0.1409,0.1409,0.42161
0.66,0.24631,0.61626,0.21109,0.42183,0.14036,0.14036,0.42176
0.661,0.24542,0.61475,0.21033,0.42197,0.13982,0.13982,0.42189
0.662,0.24454,0.61323,0.20958,0.42211,0.13928,0.13928,0.42203
0.663,0.24366,0.61172,0.20882,0.42224,0.13875,0.13875,0.42217
0.664,0.24278,0.61021,0.20807,0.42238,0.13821,0.13821,0.42231
0.665,0.2419,0.60871,0.20732,0.42252,0.13768,0.13768,0.42245
0.666,0.24103,0.60721,0.20658,0.42266,0.13716,0.13716,0.42259
0.667,0.24016,0.60571,0.20583,0.42279,0.13663,0.13663,0.42272
0.668,0.2393,0.60422,0.20509,0.42293,0.13611,0.13611,0.42286
0.669,0.23844,0.60273,0.20436,0.42307,0.13558,0.13558,0.42299
0.67,0.23758,0.60125,0.20362,0.4232,0.13506,0.13506,0.42313
0.671,0.23672,0.59977,0.20289,0.42334,0.13455,0.13455,0.42326
0.672,0.23587,0.59829,0.20216,0.42347,0.13403,0.13403,0.4234
0.673,0.23502,0.59681,0.20143,0.42361,0.13352,0.13352,0.42353
0.674,0.23417,0.59534,0.20071,0.42374,0.13301,0.13301,0.42366
0.675,0.23333,0.59388,0.19998,0.42387,0.1325,0.1325,0.4238
0.676,0.23249,0.59241,0.19926,0.424,0.13199,0.13199,0.42393
0.677,0.23165,0.59095,0.19855,0.42414,0.13149,0.13149,0.42406
0.678,0.23082,0.5895,0.19783,0.42427,0.13098,0.13098,0.42419
0.679,0.22999,0.58804,0.19712,0.4244,0.13048,0.13048,0.42432
0.68,0.22916,0.5866,0.19641,0.42453,0.12998,0.12998,0.42445
0.681,0.22833,0.58515,0.19571,0.42466,0.12949,0.12949,0.42458
0.682,0.22751,0.58371,0.195,0.42479,0.12899,0.12899,0.42471
0.683,0.22669,0.58227,0.1943,0.42492,0.1285,0.1285,0.42484
0.684,0.22587,0.58084,0.1936,0.42504,0.12801,0.12801,0.42497
0.685,0.22506,0.5794,0.19291,0.42517,0.12752,0.12752,0.42509
0.686,0.22425,0.57798,0.19221,0.4253,0.12703,0.12703,0.42522
0.687,0.22344,0.57655,0.19152,0.42543,0.12655,0.12655,0.42535
0.688,0.22264,0.57513,0.19083,0.42555,0.12607,0.12607,0.42547
0.689,0.22184,0.57371,0.19015,0.42568,0.12559,0.12559,0.4256
0.69,0.22104,0.5723,0.18946,0.4258,0.12511,0.12511,0.42572
0.691,0.22024,0.57089,0.18878,0.42593,0.12463,0.12463,0.42585
0.692,0.21945,0.56948,0.1881,0.42605,0.12416,0.12416,0.42597
0.693,0.21866,0.56808,0.18743,0.42618,0.12368,0.12368,0.4261
0.694,0.21787,0.56668,0.18675,0.4263,0.12321,0.12321,0.42622
0.695,0.21709,0.56528,0.18608,0.42642,0.12274,0.12274,0.42634
0.696,0.21631,0.56389,0.18541,0.42654,0.12227,0.12227,0.42646
0.697,0.21553,0.5625,0.18475,0.42667,0.12181,0.12181,0.42659
0.698,0.21475,0.56112,0.18408,0.42679,0.12135,0.12135,0.42671
0.699,0.21398,0.55973,0.18342,0.42691,0.12088,0.12088,0.42683
0.7,0.21321,0.55835,0.18276,0.42703,0.12042,0.12042,0.42695
0.701,0.21244,0.55698,0.1821,0.42715,0.11997,0.11997,0.42707
0.702,0.21168,0.55561,0.18145,0.42727,0.11951,0.11951,0.42719
0.703,0.21091,0.55424,0.1808,0.42739,0.11905,0.11905,0.42731
0.704,0.21015,0.55287,0.18015,0.42751,0.1186,0.1186,0.42743
0.705,0.2094,0.55151,0.1795,0.42763,0.11815,0.11815,0.42754
0.706,0.20864,0.55015,0.17885,0.42774,0.1177,0.1177,0.42766
0.707,0.20789,0.54879,0.17821,0.42786,0.11726,0.11726,0.42778
0.708,0.20715,0.54744,0.17757,0.42798,0.11681,0.11681,0.42789
0.709,0.2064,0.54609,0.17693,0.4281,0.11637,0.11637,0.42801
0.71,0.20566,0.54475,0.1763,0.42821,0.11592,0.11592,0.42813
0.711,0.20492,0.54341,0.17566,0.42833,0.11548,0.11548,0.42824
0.712,0.20418,0.54207,0.17503,0.42844,0.11505,0.11505,0.42836
0.713,0.20345,0.54073,0.1744,0.42856,0.11461,0.11461,0.42847
0.714,0.20271,0.5394,0.17378,0.42867,0.11418,0.11418,0.42859
0.715,0.20198,0.53807,0.17315,0.42879,0.11374,0.11374,0.4287
0.716,0.20126,0.53674,0.17253,0.4289,0.11331,0.11331,0.42881
0.717,0.20053,0.53542,0.17191,0.42901,0.11288,0.11288,0.42893
0.718,0.19981,0.5341,0.17129,0.42913,0.11245,0.11245,0.42904
