times,A_flux,inert_flux,A_concentration,AZ_concentration,A_rate,AZ_rate,A_uptake
2.283,0.00074,0.01124,0.00063,0.45952,0.00039,0.00039,0.45937
2.284,0.00074,0.01121,0.00063,0.45952,0.00039,0.00039,0.45937
2.285,0.00073,0.01119,0.00063,0.45952,0.00039,0.00039,0.45937
2.286,0.00073,0.01116,0.00063,0.45952,0.00039,0.00039,0.45937
2.287,0.00073,0.01113,0.00062,0.45952,0.00039,0.00039,0.45937
2.288,0.00072,0.0111,0.00062,0.45952,0.00039,0.00039,0.45937
2.289,0.00072,0.01108,0.00062,0.45952,0.00039,0.00039,0.45937
2.29,0.00072,0.01105,0.00062,0.45952,0.00038,0.00038,0.45937
2.291,0.00072,0.01102,0.00062,0.45952,0.00038,0.00038,0.45937
2.292,0.00071,0.01099,0.00061,0.45952,0.00038,0.00038,0.45937
2.293,0.00071,0.01097,0.00061,0.45953,0.00038,0.00038,0.45937
2.294,0.00071,0.01094,0.00061,0.45953,0.00038,0.00038,0.45937
2.295,0.00071,0.01091,0.00061,0.45953,0.00038,0.00038,0.45937
2.296,7.00E-04,0.01089,6.00E-04,0.45953,0.00038,0.00038,0.45937
2.297,7.00E-04,0.01086,6.00E-04,0.45953,0.00037,0.00037,0.45937
2.298,7.00E-04,0.01083,6.00E-04,0.45953,0.00037,0.00037,0.45937
2.299,7.00E-04,0.01081,6.00E-04,0.45953,0.00037,0.00037,0.45937
2.3,0.00069,0.01078,6.00E-04,0.45953,0.00037,0.00037,0.45937
2.301,0.00069,0.01075,0.00059,0.45953,0.00037,0.00037,0.45938
2.302,0.00069,0.01073,0.00059,0.45953,0.00037,0.00037,0.45938
2.303,0.00069,0.0107,0.00059,0.45953,0.00037,0.00037,0.45938
2.304,0.00068,0.01067,0.00059,0.45953,0.00037,0.00037,0.45938
2.305,0.00068,0.01065,0.00059,0.45953,0.00036,0.00036,0.45938
2.306,0.00068,0.01062,0.00058,0.45953,0.00036,0.00036,0.45938
2.307,0.00068,0.01059,0.00058,0.45953,0.00036,0.00036,0.45938
2.308,0.00067,0.01057,0.00058,0.45953,0.00036,0.00036,0.45938
2.309,0.00067,0.01054,0.00058,0.45953,0.00036,0.00036,0.45938
2.31,0.00067,0.01052,0.00057,0.45953,0.00036,0.00036,0.45938
2.311,0.00067,0.01049,0.00057,0.45953,0.00036,0.00036,0.45938
2.312,0.00067,0.01046,0.00057,0.45953,0.00035,0.00035,0.45938
2.313,0.00066,0.01044,0.00057,0.45953,0.00035,0.00035,0.45938
2.314,0.00066,0.01041,0.00057,0.45953,0.00035,0.00035,0.45938
2.315,0.00066,0.01039,0.00056,0.45953,0.00035,0.00035,0.45938
2.316,0.00066,0.01036,0.00056,0.45953,0.00035,0.00035,0.45938
2.317,0.00065,0.01034,0.00056,0.45953,0.00035,0.00035,0.45938
2.318,0.00065,0.01031,0.00056,0.45953,0.00035,0.00035,0.45938
2.319,0.00065,0.01029,0.00056,0.45953,0.00035,0.00035,0.45938
2.32,0.00065,0.01026,0.00055,0.45954,0.00034,0.00034,0.45938
2.321,0.00064,0.01023,0.00055,0.45954,0.00034,0.00034,0.45938
2.322,0.00064,0.01021,0.00055,0.45954,0.00034,0.00034,0.45938
2.323,0.00064,0.01018,0.00055,0.45954,0.00034,0.00034,0.45938
2.324,0.00064,0.01016,0.00055,0.45954,0.00034,0.00034,0.45938
2.325,0.00063,0.01013,0.00054,0.45954,0.00034,0.00034,0.45938
2.326,0.00063,0.01011,0.00054,0.45954,0.00034,0.00034,0.45938
2.327,0.00063,0.01008,0.00054,0.45954,0.00034,0.00034,0.45938
2.328,0.00063,0.01006,0.00054,0.45954,0.00034,0.00034,0.45938
2.329,0.00063,0.01003,0.00054,0.45954,0.00033,0.00033,0.45939
2.33,0.00062,0.01001,0.00054,0.45954,0.00033,0.00033,0.45939
2.331,0.00062,0.00999,0.00053,0.45954,0.00033,0.00033,0.45939
2.332,0.00062,0.00996,0.00053,0.45954,0.00033,0.00033,0.45939
2.333,0.00062,0.00994,0.00053,0.45954,0.00033,0.00033,0.45939
2.334,0.00061,0.00991,0.00053,0.45954,0.00033,0.00033,0.45939
2.335,0.00061,0.00989,0.00053,0.45954,0.00033,0.00033,0.45939
2.336,0.00061,0.00986,0.00052,0.45954,0.00033,0.00033,0.45939
2.337,0.00061,0.00984,0.00052,0.45954,0.00032,0.00032,0.45939
2.338,0.00061,0.00981,0.00052,0.45954,0.00032,0.00032,0.45939
2.339,6.00E-04,0.00979,0.00052,0.45954,0.00032,0.00032,0.45939
2.34,6.00E-04,0.00977,0.00052,0.45954,0.00032,0.00032,0.45939
2.341,6.00E-04,0.00974,0.00051,0.45954,0.00032,0.00032,0.45939
2.342,6.00E-04,0.00972,0.00051,0.45954,0.00032,0.00032,0.45939
2.343,6.00E-04,0.00969,0.00051,0.45954,0.00032,0.00032,0.45939
2.344,0.00059,0.00967,0.00051,0.45954,0.00032,0.00032,0.45939
2.345,0.00059,0.00965,0.00051,0.45954,0.00032,0.00032,0.45939
2.346,0.00059,0.00962,0.00051,0.45954,0.00031,0.00031,0.45939
2.347,0.00059,0.0096,5.00E-04,0.45954,0.00031,0.00031,0.45939
2.348,0.00058,0.00958,5.00E-04,0.45954,0.00031,0.00031,0.45939
2.349,0.00058,0.00955,5.00E-04,0.45954,0.00031,0.00031,0.45939
2.35,0.00058,0.00953,5.00E-04,0.45954,0.00031,0.00031,0.45939
2.351,0.00058,0.0095,5.00E-04,0.45955,0.00031,0.00031,0.45939
2.352,0.00058,0.00948,0.00049,0.45955,0.00031,0.00031,0.45939
2.353,0.00057,0.00946,0.00049,0.45955,0.00031,0.00031,0.45939
2.354,0.00057,0.00943,0.00049,0.45955,0.00031,0.00031,0.45939
2.355,0.00057,0.00941,0.00049,0.45955,3.00E-04,3.00E-04,0.45939
2.356,0.00057,0.00939,0.00049,0.45955,3.00E-04,3.00E-04,0.45939
2.357,0.00057,0.00936,0.00049,0.45955,3.00E-04,3.00E-04,0.45939
2.358,0.00056,0.00934,0.00048,0.45955,3.00E-04,3.00E-04,0.45939
2.359,0.00056,0.00932,0.00048,0.45955,3.00E-04,3.00E-04,0.45939
2.36,0.00056,0.0093,0.00048,0.45955,3.00E-04,3.00E-04,0.45939
2.361,0.00056,0.00927,0.00048,0.45955,3.00E-04,3.00E-04,0.4594
2.362,0.00056,0.00925,0.00048,0.45955,3.00E-04,3.00E-04,0.4594
2.363,0.00055,0.00923,0.00048,0.45955,3.00E-04,3.00E-04,0.4594
2.364,0.00055,0.0092,0.00047,0.45955,0.00029,0.00029,0.4594
2.365,0.00055,0.00918,0.00047,0.45955,0.00029,0.00029,0.4594
2.366,0.00055,0.00916,0.00047,0.45955,0.00029,0.00029,0.4594
2.367,0.00055,0.00914,0.00047,0.45955,0.00029,0.00029,0.4594
2.368,0.00054,0.00911,0.00047,0.45955,0.00029,0.00029,0.4594
2.369,0.00054,0.00909,0.00047,0.45955,0.00029,0.00029,0.4594
2.37,0.00054,0.00907,0.00046,0.45955,0.00029,0.00029,0.4594
2.371,0.00054,0.00905,0.00046,0.45955,0.00029,0.00029,0.4594
2.372,0.00054,0.00902,0.00046,0.45955,0.00029,0.00029,0.4594
2.373,0.00053,0.009,0.00046,0.45955,0.00029,0.00029,0.4594
2.374,0.00053,0.00898,0.00046,0.45955,0.00028,0.00028,0.4594
2.375,0.00053,0.00896,0.00046,0.45955,0.00028,0.00028,0.4594
2.376,0.00053,0.00894,0.00045,0.45955,0.00028,0.00028,0.4594
2.377,0.00053,0.00891,0.00045,0.45955,0.00028,0.00028,0.4594
2.378,0.00053,0.00889,0.00045,0.45955,0.00028,0.00028,0.4594
2.379,0.00052,0.00887,0.00045,0.45955,0.00028,0.00028,0.4594
2.38,0.00052,0.00885,0.00045,0.45955,0.00028,0.00028,0.4594
2.381,0.00052,0.00883,0.00045,0.45955,0.00028,0.00028,0.4594
2.382,0.00052,0.0088,0.00044,0.45955,0.00028,0.00028,0.4594
2.383,0.00052,0.00878,0.00044,0.45955,0.00028,0.00028,0.4594
2.384,0.00051,0.00876,0.00044,0.45955,0.00027,0.00027,0.4594
2.385,0.00051,0.00874,0.00044,0.45956,0.00027,0.00027,0.4594
2.386,0.00051,0.00872,0.00044,0.45956,0.00027,0.00027,0.4594
2.387,0.00051,0.0087,0.00044,0.45956,0.00027,0.00027,0.4594
2.388,0.00051,0.00868,0.00044,0.45956,0.00027,0.00027,0.4594
2.389,0.00051,0.00865,0.00043,0.45956,0.00027,0.00027,0.4594
2.39,5.00E-04,0.00863,0.00043,0.45956,0.00027,0.00027,0.4594
2.391,5.00E-04,0.00861,0.00043,0.45956,0.00027,0.00027,0.4594
2.392,5.00E-04,0.00859,0.00043,0.45956,0.00027,0.00027,0.4594
2.393,5.00E-04,0.00857,0.00043,0.45956,0.00027,0.00027,0.4594
2.394,5.00E-04,0.00855,0.00043,0.45956,0.00026,0.00026,0.4594
2.395,0.00049,0.00853,0.00042,0.45956,0.00026,0.00026,0.4594
2.396,0.00049,0.00851,0.00042,0.45956,0.00026,0.00026,0.4594
2.397,0.00049,0.00848,0.00042,0.45956,0.00026,0.00026,0.45941
2.398,0.00049,0.00846,0.00042,0.45956,0.00026,0.00026,0.45941
2.399,0.00049,0.00844,0.00042,0.45956,0.00026,0.00026,0.45941
2.4,0.00049,0.00842,0.00042,0.45956,0.00026,0.00026,0.45941
2.401,0.00048,0.0084,0.00042,0.45956,0.00026,0.00026,0.45941
2.402,0.00048,0.00838,0.00041,0.45956,0.00026,0.00026,0.45941
2.403,0.00048,0.00836,0.00041,0.45956,0.00026,0.00026,0.45941
2.404,0.00048,0.00834,0.00041,0.45956,0.00026,0.00026,0.45941
2.405,0.00048,0.00832,0.00041,0.45956,0.00025,0.00025,0.45941
2.406,0.00048,0.0083,0.00041,0.45956,0.00025,0.00025,0.45941
2.407,0.00047,0.00828,0.00041,0.45956,0.00025,0.00025,0.45941
2.408,0.00047,0.00826,0.00041,0.45956,0.00025,0.00025,0.45941
2.409,0.00047,0.00824,4.00E-04,0.45956,0.00025,0.00025,0.45941
2.41,0.00047,0.00822,4.00E-04,0.45956,0.00025,0.00025,0.45941
2.411,0.00047,0.0082,4.00E-04,0.45956,0.00025,0.00025,0.45941
2.412,0.00047,0.00818,4.00E-04,0.45956,0.00025,0.00025,0.45941
2.413,0.00046,0.00816,4.00E-04,0.45956,0.00025,0.00025,0.45941
2.414,0.00046,0.00814,4.00E-04,0.45956,0.00025,0.00025,0.45941
2.415,0.00046,0.00812,4.00E-04,0.45956,0.00025,0.00025,0.45941
2.416,0.00046,0.0081,0.00039,0.45956,0.00024,0.00024,0.45941
2.417,0.00046,0.00808,0.00039,0.45956,0.00024,0.00024,0.45941
2.418,0.00046,0.00806,0.00039,0.45956,0.00024,0.00024,0.45941
2.419,0.00045,0.00804,0.00039,0.45956,0.00024,0.00024,0.45941
2.42,0.00045,0.00802,0.00039,0.45956,0.00024,0.00024,0.45941
2.421,0.00045,0.008,0.00039,0.45956,0.00024,0.00024,0.45941
2.422,0.00045,0.00798,0.00039,0.45956,0.00024,0.00024,0.45941
2.423,0.00045,0.00796,0.00038,0.45956,0.00024,0.00024,0.45941
2.424,0.00045,0.00794,0.00038,0.45957,0.00024,0.00024,0.45941
2.425,0.00044,0.00792,0.00038,0.45957,0.00024,0.00024,0.45941
2.426,0.00044,0.0079,0.00038,0.45957,0.00024,0.00024,0.45941
2.427,0.00044,0.00788,0.00038,0.45957,0.00024,0.00024,0.45941
2.428,0.00044,0.00786,0.00038,0.45957,0.00023,0.00023,0.45941
2.429,0.00044,0.00784,0.00038,0.45957,0.00023,0.00023,0.45941
2.43,0.00044,0.00782,0.00037,0.45957,0.00023,0.00023,0.45941
2.431,0.00043,0.0078,0.00037,0.45957,0.00023,0.00023,0.45941
2.432,0.00043,0.00778,0.00037,0.45957,0.00023,0.00023,0.45941
2.433,0.00043,0.00776,0.00037,0.45957,0.00023,0.00023,0.45941
2.434,0.00043,0.00774,0.00037,0.45957,0.00023,0.00023,0.45941
2.435,0.00043,0.00773,0.00037,0.45957,0.00023,0.00023,0.45941
2.436,0.00043,0.00771,0.00037,0.45957,0.00023,0.00023,0.45941
2.437,0.00043,0.00769,0.00037,0.45957,0.00023,0.00023,0.45941
2.438,0.00042,0.00767,0.00036,0.45957,0.00023,0.00023,0.45942
2.439,0.00042,0.00765,0.00036,0.45957,0.00023,0.00023,0.45942
2.44,0.00042,0.00763,0.00036,0.45957,0.00022,0.00022,0.45942
2.441,0.00042,0.00761,0.00036,0.45957,0.00022,0.00022,0.45942
2.442,0.00042,0.00759,0.00036,0.45957,0.00022,0.00022,0.45942
2.443,0.00042,0.00757,0.00036,0.45957,0.00022,0.00022,0.45942
2.444,0.00041,0.00756,0.00036,0.45957,0.00022,0.00022,0.45942
2.445,0.00041,0.00754,0.00035,0.45957,0.00022,0.00022,0.45942
2.446,0.00041,0.00752,0.00035,0.45957,0.00022,0.00022,0.45942
2.447,0.00041,0.0075,0.00035,0.45957,0.00022,0.00022,0.45942
2.448,0.00041,0.00748,0.00035,0.45957,0.00022,0.00022,0.45942
2.449,0.00041,0.00746,0.00035,0.45957,0.00022,0.00022,0.45942
2.45,0.00041,0.00744,0.00035,0.45957,0.00022,0.00022,0.45942
2.451,4.00E-04,0.00743,0.00035,0.45957,0.00022,0.00022,0.45942
2.452,4.00E-04,0.00741,0.00035,0.45957,0.00022,0.00022,0.45942
2.453,4.00E-04,0.00739,0.00034,0.45957,0.00021,0.00021,0.45942
2.454,4.00E-04,0.00737,0.00034,0.45957,0.00021,0.00021,0.45942
2.455,4.00E-04,0.00735,0.00034,0.45957,0.00021,0.00021,0.45942
2.456,4.00E-04,0.00734,0.00034,0.45957,0.00021,0.00021,0.45942
2.457,4.00E-04,0.00732,0.00034,0.45957,0.00021,0.00021,0.45942
2.458,0.00039,0.0073,0.00034,0.45957,0.00021,0.00021,0.45942
2.459,0.00039,0.00728,0.00034,0.45957,0.00021,0.00021,0.45942
2.46,0.00039,0.00726,0.00034,0.45957,0.00021,0.00021,0.45942
2.461,0.00039,0.00725,0.00034,0.45957,0.00021,0.00021,0.45942
2.462,0.00039,0.00723,0.00033,0.45957,0.00021,0.00021,0.45942
2.463,0.00039,0.00721,0.00033,0.45957,0.00021,0.00021,0.45942
2.464,0.00039,0.00719,0.00033,0.45957,0.00021,0.00021,0.45942
2.465,0.00038,0.00717,0.00033,0.45957,0.00021,0.00021,0.45942
2.466,0.00038,0.00716,0.00033,0.45957,2.00E-04,2.00E-04,0.45942
2.467,0.00038,0.00714,0.00033,0.45957,2.00E-04,2.00E-04,0.45942
2.468,0.00038,0.00712,0.00033,0.45957,2.00E-04,2.00E-04,0.45942
2.469,0.00038,0.0071,0.00033,0.45957,2.00E-04,2.00E-04,0.45942
2.47,0.00038,0.00709,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.471,0.00038,0.00707,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.472,0.00038,0.00705,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.473,0.00037,0.00703,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.474,0.00037,0.00702,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.475,0.00037,0.007,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.476,0.00037,0.00698,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.477,0.00037,0.00697,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.478,0.00037,0.00695,0.00032,0.45958,2.00E-04,2.00E-04,0.45942
2.479,0.00037,0.00693,0.00031,0.45958,2.00E-04,2.00E-04,0.45942
2.48,0.00036,0.00691,0.00031,0.45958,0.00019,0.00019,0.45942
2.481,0.00036,0.0069,0.00031,0.45958,0.00019,0.00019,0.45942
2.482,0.00036,0.00688,0.00031,0.45958,0.00019,0.00019,0.45942
2.483,0.00036,0.00686,0.00031,0.45958,0.00019,0.00019,0.45942
2.484,0.00036,0.00685,0.00031,0.45958,0.00019,0.00019,0.45942
2.485,0.00036,0.00683,0.00031,0.45958,0.00019,0.00019,0.45942
2.486,0.00036,0.00681,0.00031,0.45958,0.00019,0.00019,0.45943
2.487,0.00036,0.0068,0.00031,0.45958,0.00019,0.00019,0.45943
2.488,0.00035,0.00678,3.00E-04,0.45958,0.00019,0.00019,0.45943
2.489,0.00035,0.00676,3.00E-04,0.45958,0.00019,0.00019,0.45943
2.49,0.00035,0.00675,3.00E-04,0.45958,0.00019,0.00019,0.45943
2.491,0.00035,0.00673,3.00E-04,0.45958,0.00019,0.00019,0.45943
2.492,0.00035,0.00671,3.00E-04,0.45958,0.00019,0.00019,0.45943
2.493,0.00035,0.0067,3.00E-04,0.45958,0.00019,0.00019,0.45943
2.494,0.00035,0.00668,3.00E-04,0.45958,0.00019,0.00019,0.45943
2.495,0.00035,0.00666,3.00E-04,0.45958,0.00018,0.00018,0.45943
2.496,0.00034,0.00665,3.00E-04,0.45958,0.00018,0.00018,0.45943
2.497,0.00034,0.00663,0.00029,0.45958,0.00018,0.00018,0.45943
2.498,0.00034,0.00661,0.00029,0.45958,0.00018,0.00018,0.45943
2.499,0.00034,0.0066,0.00029,0.45958,0.00018,0.00018,0.45943
2.5,0.00034,0.00658,0.00029,0.45958,0.00018,0.00018,0.45943
2.501,0.00034,0.00656,0.00029,0.45958,0.00018,0.00018,0.45943
2.502,0.00034,0.00655,0.00029,0.45958,0.00018,0.00018,0.45943
2.503,0.00034,0.00653,0.00029,0.45958,0.00018,0.00018,0.45943
2.504,0.00033,0.00652,0.00029,0.45958,0.00018,0.00018,0.45943
2.505,0.00033,0.0065,0.00029,0.45958,0.00018,0.00018,0.45943
2.506,0.00033,0.00648,0.00029,0.45958,0.00018,0.00018,0.45943
2.507,0.00033,0.00647,0.00028,0.45958,0.00018,0.00018,0.45943
2.508,0.00033,0.00645,0.00028,0.45958,0.00018,0.00018,0.45943
2.509,0.00033,0.00644,0.00028,0.45958,0.00018,0.00018,0.45943
2.51,0.00033,0.00642,0.00028,0.45958,0.00017,0.00017,0.45943
2.511,0.00033,0.0064,0.00028,0.45958,0.00017,0.00017,0.45943
2.512,0.00033,0.00639,0.00028,0.45958,0.00017,0.00017,0.45943
2.513,0.00032,0.00637,0.00028,0.45958,0.00017,0.00017,0.45943
2.514,0.00032,0.00636,0.00028,0.45958,0.00017,0.00017,0.45943
2.515,0.00032,0.00634,0.00028,0.45958,0.00017,0.00017,0.45943
2.516,0.00032,0.00633,0.00028,0.45958,0.00017,0.00017,0.45943
2.517,0.00032,0.00631,0.00027,0.45958,0.00017,0.00017,0.45943
2.518,0.00032,0.00629,0.00027,0.45958,0.00017,0.00017,0.45943
2.519,0.00032,0.00628,0.00027,0.45958,0.00017,0.00017,0.45943
2.52,0.00032,0.00626,0.00027,0.45958,0.00017,0.00017,0.45943
2.521,0.00032,0.00625,0.00027,0.45958,0.00017,0.00017,0.45943
2.522,0.00031,0.00623,0.00027,0.45958,0.00017,0.00017,0.45943
2.523,0.00031,0.00622,0.00027,0.45958,0.00017,0.00017,0.45943
2.524,0.00031,0.0062,0.00027,0.45959,0.00017,0.00017,0.45943
2.525,0.00031,0.00619,0.00027,0.45959,0.00017,0.00017,0.45943
2.526,0.00031,0.00617,0.00027,0.45959,0.00017,0.00017,0.45943
2.527,0.00031,0.00616,0.00026,0.45959,0.00016,0.00016,0.45943
2.528,0.00031,0.00614,0.00026,0.45959,0.00016,0.00016,0.45943
2.529,0.00031,0.00613,0.00026,0.45959,0.00016,0.00016,0.45943
2.53,0.00031,0.00611,0.00026,0.45959,0.00016,0.00016,0.45943
2.531,3.00E-04,0.0061,0.00026,0.45959,0.00016,0.00016,0.45943
2.532,3.00E-04,0.00608,0.00026,0.45959,0.00016,0.00016,0.45943
2.533,3.00E-04,0.00607,0.00026,0.45959,0.00016,0.00016,0.45943
2.534,3.00E-04,0.00605,0.00026,0.45959,0.00016,0.00016,0.45943
2.535,3.00E-04,0.00604,0.00026,0.45959,0.00016,0.00016,0.45943
2.536,3.00E-04,0.00602,0.00026,0.45959,0.00016,0.00016,0.45943
2.537,3.00E-04,0.00601,0.00026,0.45959,0.00016,0.00016,0.45943
2.538,3.00E-04,0.00599,0.00025,0.45959,0.00016,0.00016,0.45943
2.539,3.00E-04,0.00598,0.00025,0.45959,0.00016,0.00016,0.45943
2.54,0.00029,0.00596,0.00025,0.45959,0.00016,0.00016,0.45943
2.541,0.00029,0.00595,0.00025,0.45959,0.00016,0.00016,0.45943
2.542,0.00029,0.00593,0.00025,0.45959,0.00016,0.00016,0.45943
2.543,0.00029,0.00592,0.00025,0.45959,0.00016,0.00016,0.45943
2.544,0.00029,0.0059,0.00025,0.45959,0.00015,0.00015,0.45944
2.545,0.00029,0.00589,0.00025,0.45959,0.00015,0.00015,0.45944
2.546,0.00029,0.00587,0.00025,0.45959,0.00015,0.00015,0.45944
2.547,0.00029,0.00586,0.00025,0.45959,0.00015,0.00015,0.45944
2.548,0.00029,0.00585,0.00025,0.45959,0.00015,0.00015,0.45944
2.549,0.00029,0.00583,0.00024,0.45959,0.00015,0.00015,0.45944
2.55,0.00028,0.00582,0.00024,0.45959,0.00015,0.00015,0.45944
2.551,0.00028,0.0058,0.00024,0.45959,0.00015,0.00015,0.45944
2.552,0.00028,0.00579,0.00024,0.45959,0.00015,0.00015,0.45944
2.553,0.00028,0.00577,0.00024,0.45959,0.00015,0.00015,0.45944
2.554,0.00028,0.00576,0.00024,0.45959,0.00015,0.00015,0.45944
2.555,0.00028,0.00575,0.00024,0.45959,0.00015,0.00015,0.45944
2.556,0.00028,0.00573,0.00024,0.45959,0.00015,0.00015,0.45944
2.557,0.00028,0.00572,0.00024,0.45959,0.00015,0.00015,0.45944
2.558,0.00028,0.0057,0.00024,0.45959,0.00015,0.00015,0.45944
2.559,0.00028,0.00569,0.00024,0.45959,0.00015,0.00015,0.45944
2.56,0.00027,0.00568,0.00024,0.45959,0.00015,0.00015,0.45944
2.561,0.00027,0.00566,0.00023,0.45959,0.00015,0.00015,0.45944
2.562,0.00027,0.00565,0.00023,0.45959,0.00015,0.00015,0.45944
2.563,0.00027,0.00563,0.00023,0.45959,0.00014,0.00014,0.45944
2.564,0.00027,0.00562,0.00023,0.45959,0.00014,0.00014,0.45944
2.565,0.00027,0.00561,0.00023,0.45959,0.00014,0.00014,0.45944
2.566,0.00027,0.00559,0.00023,0.45959,0.00014,0.00014,0.45944
2.567,0.00027,0.00558,0.00023,0.45959,0.00014,0.00014,0.45944
2.568,0.00027,0.00556,0.00023,0.45959,0.00014,0.00014,0.45944
2.569,0.00027,0.00555,0.00023,0.45959,0.00014,0.00014,0.45944
2.57,0.00026,0.00554,0.00023,0.45959,0.00014,0.00014,0.45944
2.571,0.00026,0.00552,0.00023,0.45959,0.00014,0.00014,0.45944
2.572,0.00026,0.00551,0.00023,0.45959,0.00014,0.00014,0.45944
2.573,0.00026,0.0055,0.00022,0.45959,0.00014,0.00014,0.45944
2.574,0.00026,0.00548,0.00022,0.45959,0.00014,0.00014,0.45944
2.575,0.00026,0.00547,0.00022,0.45959,0.00014,0.00014,0.45944
2.576,0.00026,0.00546,0.00022,0.45959,0.00014,0.00014,0.45944
2.577,0.00026,0.00544,0.00022,0.45959,0.00014,0.00014,0.45944
2.578,0.00026,0.00543,0.00022,0.45959,0.00014,0.00014,0.45944
2.579,0.00026,0.00542,0.00022,0.45959,0.00014,0.00014,0.45944
2.58,0.00026,0.0054,0.00022,0.45959,0.00014,0.00014,0.45944
2.581,0.00025,0.00539,0.00022,0.45959,0.00014,0.00014,0.45944
2.582,0.00025,0.00538,0.00022,0.45959,0.00014,0.00014,0.45944
2.583,0.00025,0.00536,0.00022,0.45959,0.00013,0.00013,0.45944
2.584,0.00025,0.00535,0.00022,0.45959,0.00013,0.00013,0.45944
2.585,0.00025,0.00534,0.00022,0.45959,0.00013,0.00013,0.45944
2.586,0.00025,0.00532,0.00021,0.45959,0.00013,0.00013,0.45944
2.587,0.00025,0.00531,0.00021,0.45959,0.00013,0.00013,0.45944
2.588,0.00025,0.0053,0.00021,0.45959,0.00013,0.00013,0.45944
2.589,0.00025,0.00528,0.00021,0.45959,0.00013,0.00013,0.45944
2.59,0.00025,0.00527,0.00021,0.45959,0.00013,0.00013,0.45944
2.591,0.00025,0.00526,0.00021,0.45959,0.00013,0.00013,0.45944
2.592,0.00024,0.00524,0.00021,0.4596,0.00013,0.00013,0.45944
2.593,0.00024,0.00523,0.00021,0.4596,0.00013,0.00013,0.45944
2.594,0.00024,0.00522,0.00021,0.4596,0.00013,0.00013,0.45944
2.595,0.00024,0.00521,0.00021,0.4596,0.00013,0.00013,0.45944
2.596,0.00024,0.00519,0.00021,0.4596,0.00013,0.00013,0.45944
2.597,0.00024,0.00518,0.00021,0.4596,0.00013,0.00013,0.45944
2.598,0.00024,0.00517,0.00021,0.4596,0.00013,0.00013,0.45944
2.599,0.00024,0.00515,2.00E-04,0.4596,0.00013,0.00013,0.45944
2.6,0.00024,0.00514,2.00E-04,0.4596,0.00013,0.00013,0.45944
2.601,0.00024,0.00513,2.00E-04,0.4596,0.00013,0.00013,0.45944
2.602,0.00024,0.00512,2.00E-04,0.4596,0.00013,0.00013,0.45944
2.603,0.00024,0.0051,2.00E-04,0.4596,0.00013,0.00013,0.45944
2.604,0.00023,0.00509,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.605,0.00023,0.00508,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.606,0.00023,0.00507,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.607,0.00023,0.00505,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.608,0.00023,0.00504,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.609,0.00023,0.00503,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.61,0.00023,0.00502,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.611,0.00023,0.005,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.612,0.00023,0.00499,2.00E-04,0.4596,0.00012,0.00012,0.45944
2.613,0.00023,0.00498,0.00019,0.4596,0.00012,0.00012,0.45944
2.614,0.00023,0.00497,0.00019,0.4596,0.00012,0.00012,0.45944
2.615,0.00023,0.00496,0.00019,0.4596,0.00012,0.00012,0.45944
2.616,0.00022,0.00494,0.00019,0.4596,0.00012,0.00012,0.45944
2.617,0.00022,0.00493,0.00019,0.4596,0.00012,0.00012,0.45945
2.618,0.00022,0.00492,0.00019,0.4596,0.00012,0.00012,0.45945
2.619,0.00022,0.00491,0.00019,0.4596,0.00012,0.00012,0.45945
2.62,0.00022,0.00489,0.00019,0.4596,0.00012,0.00012,0.45945
2.621,0.00022,0.00488,0.00019,0.4596,0.00012,0.00012,0.45945
2.622,0.00022,0.00487,0.00019,0.4596,0.00012,0.00012,0.45945
2.623,0.00022,0.00486,0.00019,0.4596,0.00012,0.00012,0.45945
2.624,0.00022,0.00485,0.00019,0.4596,0.00012,0.00012,0.45945
2.625,0.00022,0.00483,0.00019,0.4596,0.00012,0.00012,0.45945
2.626,0.00022,0.00482,0.00019,0.4596,0.00012,0.00012,0.45945
2.627,0.00022,0.00481,0.00019,0.4596,0.00012,0.00012,0.45945
2.628,0.00021,0.0048,0.00018,0.4596,0.00011,0.00011,0.45945
2.629,0.00021,0.00479,0.00018,0.4596,0.00011,0.00011,0.45945
2.63,0.00021,0.00478,0.00018,0.4596,0.00011,0.00011,0.45945
2.631,0.00021,0.00476,0.00018,0.4596,0.00011,0.00011,0.45945
2.632,0.00021,0.00475,0.00018,0.4596,0.00011,0.00011,0.45945
2.633,0.00021,0.00474,0.00018,0.4596,0.00011,0.00011,0.45945
