"","times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
"2897",2.896,0,1e-05,0.00248,0.00248,0,1e-05,0.00224,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2898",2.897,0,1e-05,0.00248,0.00247,0,1e-05,0.00223,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2899",2.898,0,1e-05,0.00247,0.00247,0,1e-05,0.00223,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2900",2.899,0,1e-05,0.00246,0.00246,0,1e-05,0.00222,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2901",2.9,0,1e-05,0.00246,0.00245,0,1e-05,0.00222,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2902",2.901,0,1e-05,0.00245,0.00245,0,1e-05,0.00221,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2903",2.902,0,1e-05,0.00245,0.00244,0,1e-05,0.0022,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2904",2.903,0,1e-05,0.00244,0.00243,0,1e-05,0.0022,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2905",2.904,0,1e-05,0.00243,0.00243,0,1e-05,0.00219,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2906",2.905,0,1e-05,0.00243,0.00242,0,1e-05,0.00219,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2907",2.906,0,1e-05,0.00242,0.00242,0,1e-05,0.00218,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2908",2.907,0,1e-05,0.00242,0.00241,0,1e-05,0.00218,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2909",2.908,0,1e-05,0.00241,0.00241,0,1e-05,0.00217,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2910",2.909,0,1e-05,0.00241,0.0024,0,1e-05,0.00217,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2911",2.91,0,1e-05,0.0024,0.00239,0,1e-05,0.00216,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2912",2.911,0,1e-05,0.00239,0.00239,0,1e-05,0.00216,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2913",2.912,0,1e-05,0.00239,0.00238,0,1e-05,0.00215,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2914",2.913,0,1e-05,0.00238,0.00238,0,1e-05,0.00215,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2915",2.914,0,1e-05,0.00238,0.00237,0,1e-05,0.00214,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2916",2.915,0,1e-05,0.00237,0.00236,0,1e-05,0.00214,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2917",2.916,0,1e-05,0.00236,0.00236,0,1e-05,0.00213,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2918",2.917,0,1e-05,0.00236,0.00235,0,1e-05,0.00212,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2919",2.918,0,1e-05,0.00235,0.00235,0,1e-05,0.00212,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2920",2.919,0,1e-05,0.00235,0.00234,0,1e-05,0.00211,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2921",2.92,0,1e-05,0.00234,0.00233,0,1e-05,0.00211,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2922",2.921,0,1e-05,0.00234,0.00233,0,1e-05,0.0021,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2923",2.922,0,1e-05,0.00233,0.00232,0,1e-05,0.0021,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2924",2.923,0,1e-05,0.00232,0.00232,0,1e-05,0.00209,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2925",2.924,0,1e-05,0.00232,0.00231,0,1e-05,0.00209,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2926",2.925,0,1e-05,0.00231,0.00231,0,1e-05,0.00208,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2927",2.926,0,1e-05,0.00231,0.0023,0,1e-05,0.00208,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2928",2.927,0,1e-05,0.0023,0.00229,0,1e-05,0.00207,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2929",2.928,0,1e-05,0.0023,0.00229,0,1e-05,0.00207,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2930",2.929,0,1e-05,0.00229,0.00228,0,1e-05,0.00206,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2931",2.93,0,1e-05,0.00228,0.00228,0,1e-05,0.00206,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2932",2.931,0,1e-05,0.00228,0.00227,0,1e-05,0.00205,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2933",2.932,0,1e-05,0.00227,0.00227,0,1e-05,0.00205,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2934",2.933,0,1e-05,0.00227,0.00226,0,1e-05,0.00204,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2935",2.934,0,1e-05,0.00226,0.00226,0,1e-05,0.00204,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
"2936",2.935,0,1e-05,0.00226,0.00225,0,1e-05,0.00203,0.60733,0,-0.60733,0,1e-05,-1e-05,-1e-05,0,1e-05
