"","times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
"1451",1.45,0.0012,0.0055,0.08276,0.08776,0.00094,0.00453,0.07498,0.60783,2e-05,-0.60786,0.0023,0.00577,-0.00588,-0.00127,-0.00011,0.00138
"1452",1.451,0.0012,0.00547,0.08256,0.08755,0.00093,0.00451,0.0748,0.60783,2e-05,-0.60786,0.00229,0.00574,-0.00585,-0.00127,-0.00011,0.00138
"1453",1.452,0.00119,0.00545,0.08237,0.08733,0.00093,0.00449,0.07463,0.60783,2e-05,-0.60785,0.00228,0.00572,-0.00583,-0.00127,-0.00011,0.00138
"1454",1.453,0.00118,0.00542,0.08218,0.08712,0.00092,0.00447,0.07445,0.60783,2e-05,-0.60785,0.00226,0.00569,-0.0058,-0.00127,-0.00011,0.00138
"1455",1.454,0.00118,0.0054,0.08199,0.0869,0.00092,0.00445,0.07428,0.60783,2e-05,-0.60785,0.00225,0.00567,-0.00577,-0.00127,-0.00011,0.00138
"1456",1.455,0.00117,0.00537,0.0818,0.08669,0.00091,0.00443,0.0741,0.60783,2e-05,-0.60785,0.00224,0.00564,-0.00575,-0.00127,-0.00011,0.00138
"1457",1.456,0.00116,0.00535,0.08161,0.08647,0.00091,0.00441,0.07393,0.60783,2e-05,-0.60785,0.00223,0.00562,-0.00572,-0.00127,-0.00011,0.00138
"1458",1.457,0.00116,0.00533,0.08142,0.08626,9e-04,0.00439,0.07376,0.60782,2e-05,-0.60785,0.00221,0.00559,-0.0057,-0.00127,-0.00011,0.00137
"1459",1.458,0.00115,0.0053,0.08123,0.08605,9e-04,0.00437,0.07358,0.60782,2e-05,-0.60785,0.0022,0.00557,-0.00567,-0.00127,-1e-04,0.00137
"1460",1.459,0.00114,0.00528,0.08104,0.08584,0.00089,0.00435,0.07341,0.60782,2e-05,-0.60784,0.00219,0.00554,-0.00565,-0.00127,-1e-04,0.00137
"1461",1.46,0.00114,0.00525,0.08085,0.08563,0.00089,0.00433,0.07324,0.60782,2e-05,-0.60784,0.00218,0.00552,-0.00562,-0.00127,-1e-04,0.00137
"1462",1.461,0.00113,0.00523,0.08066,0.08541,0.00088,0.00431,0.07307,0.60782,2e-05,-0.60784,0.00216,0.00549,-0.0056,-0.00127,-1e-04,0.00137
"1463",1.462,0.00112,0.00521,0.08047,0.0852,0.00088,0.00429,0.0729,0.60782,2e-05,-0.60784,0.00215,0.00547,-0.00557,-0.00127,-1e-04,0.00137
"1464",1.463,0.00112,0.00518,0.08028,0.08499,0.00087,0.00427,0.07273,0.60782,2e-05,-0.60784,0.00214,0.00544,-0.00555,-0.00127,-1e-04,0.00137
"1465",1.464,0.00111,0.00516,0.0801,0.08478,0.00087,0.00425,0.07255,0.60782,2e-05,-0.60784,0.00213,0.00542,-0.00552,-0.00127,-1e-04,0.00137
"1466",1.465,0.0011,0.00514,0.07991,0.08458,0.00086,0.00423,0.07238,0.60781,2e-05,-0.60784,0.00212,0.00539,-0.0055,-0.00127,-1e-04,0.00137
"1467",1.466,0.0011,0.00511,0.07972,0.08437,0.00086,0.00422,0.07221,0.60781,2e-05,-0.60784,0.0021,0.00537,-0.00547,-0.00126,-1e-04,0.00137
"1468",1.467,0.00109,0.00509,0.07954,0.08416,0.00085,0.0042,0.07205,0.60781,2e-05,-0.60783,0.00209,0.00535,-0.00545,-0.00126,-1e-04,0.00136
"1469",1.468,0.00109,0.00507,0.07935,0.08395,0.00085,0.00418,0.07188,0.60781,2e-05,-0.60783,0.00208,0.00532,-0.00542,-0.00126,-1e-04,0.00136
"1470",1.469,0.00108,0.00505,0.07917,0.08374,0.00084,0.00416,0.07171,0.60781,2e-05,-0.60783,0.00207,0.0053,-0.0054,-0.00126,-1e-04,0.00136
"1471",1.47,0.00107,0.00502,0.07898,0.08354,0.00084,0.00414,0.07154,0.60781,2e-05,-0.60783,0.00206,0.00527,-0.00537,-0.00126,-1e-04,0.00136
"1472",1.471,0.00107,0.005,0.0788,0.08333,0.00083,0.00412,0.07137,0.60781,2e-05,-0.60783,0.00204,0.00525,-0.00535,-0.00126,-1e-04,0.00136
"1473",1.472,0.00106,0.00498,0.07861,0.08313,0.00083,0.0041,0.0712,0.6078,2e-05,-0.60783,0.00203,0.00523,-0.00533,-0.00126,-1e-04,0.00136
"1474",1.473,0.00106,0.00496,0.07843,0.08292,0.00082,0.00408,0.07104,0.6078,2e-05,-0.60783,0.00202,0.0052,-0.0053,-0.00126,-1e-04,0.00136
"1475",1.474,0.00105,0.00493,0.07825,0.08272,0.00082,0.00407,0.07087,0.6078,2e-05,-0.60782,0.00201,0.00518,-0.00528,-0.00126,-1e-04,0.00136
"1476",1.475,0.00104,0.00491,0.07806,0.08251,0.00081,0.00405,0.0707,0.6078,2e-05,-0.60782,0.002,0.00516,-0.00525,-0.00126,-1e-04,0.00136
"1477",1.476,0.00104,0.00489,0.07788,0.08231,0.00081,0.00403,0.07054,0.6078,2e-05,-0.60782,0.00199,0.00513,-0.00523,-0.00126,-1e-04,0.00135
"1478",1.477,0.00103,0.00487,0.0777,0.08211,8e-04,0.00401,0.07037,0.6078,2e-05,-0.60782,0.00198,0.00511,-0.00521,-0.00126,-1e-04,0.00135
"1479",1.478,0.00103,0.00485,0.07752,0.08191,8e-04,0.00399,0.07021,0.6078,2e-05,-0.60782,0.00196,0.00509,-0.00518,-0.00126,-1e-04,0.00135
"1480",1.479,0.00102,0.00482,0.07734,0.0817,8e-04,0.00398,0.07004,0.6078,2e-05,-0.60782,0.00195,0.00507,-0.00516,-0.00125,-1e-04,0.00135
"1481",1.48,0.00101,0.0048,0.07715,0.0815,0.00079,0.00396,0.06988,0.60779,2e-05,-0.60782,0.00194,0.00504,-0.00514,-0.00125,-9e-05,0.00135
"1482",1.481,0.00101,0.00478,0.07697,0.0813,0.00079,0.00394,0.06971,0.60779,2e-05,-0.60781,0.00193,0.00502,-0.00511,-0.00125,-9e-05,0.00135
"1483",1.482,0.001,0.00476,0.07679,0.0811,0.00078,0.00392,0.06955,0.60779,2e-05,-0.60781,0.00192,0.005,-0.00509,-0.00125,-9e-05,0.00135
"1484",1.483,0.001,0.00474,0.07661,0.0809,0.00078,0.00391,0.06939,0.60779,2e-05,-0.60781,0.00191,0.00498,-0.00507,-0.00125,-9e-05,0.00134
"1485",1.484,0.00099,0.00472,0.07644,0.0807,0.00077,0.00389,0.06922,0.60779,2e-05,-0.60781,0.0019,0.00495,-0.00505,-0.00125,-9e-05,0.00134
"1486",1.485,0.00099,0.0047,0.07626,0.0805,0.00077,0.00387,0.06906,0.60779,2e-05,-0.60781,0.00189,0.00493,-0.00502,-0.00125,-9e-05,0.00134
"1487",1.486,0.00098,0.00468,0.07608,0.08031,0.00076,0.00385,0.0689,0.60779,2e-05,-0.60781,0.00188,0.00491,-0.005,-0.00125,-9e-05,0.00134
"1488",1.487,0.00097,0.00465,0.0759,0.08011,0.00076,0.00384,0.06874,0.60779,2e-05,-0.60781,0.00187,0.00489,-0.00498,-0.00125,-9e-05,0.00134
"1489",1.488,0.00097,0.00463,0.07572,0.07991,0.00076,0.00382,0.06857,0.60778,2e-05,-0.60781,0.00186,0.00486,-0.00496,-0.00125,-9e-05,0.00134
"1490",1.489,0.00096,0.00461,0.07555,0.07971,0.00075,0.0038,0.06841,0.60778,2e-05,-0.6078,0.00184,0.00484,-0.00493,-0.00124,-9e-05,0.00134
"1491",1.49,0.00096,0.00459,0.07537,0.07952,0.00075,0.00378,0.06825,0.60778,2e-05,-0.6078,0.00183,0.00482,-0.00491,-0.00124,-9e-05,0.00133
"1492",1.491,0.00095,0.00457,0.07519,0.07932,0.00074,0.00377,0.06809,0.60778,2e-05,-0.6078,0.00182,0.0048,-0.00489,-0.00124,-9e-05,0.00133
"1493",1.492,0.00095,0.00455,0.07502,0.07913,0.00074,0.00375,0.06793,0.60778,2e-05,-0.6078,0.00181,0.00478,-0.00487,-0.00124,-9e-05,0.00133
"1494",1.493,0.00094,0.00453,0.07484,0.07893,0.00073,0.00373,0.06777,0.60778,2e-05,-0.6078,0.0018,0.00476,-0.00485,-0.00124,-9e-05,0.00133
"1495",1.494,0.00094,0.00451,0.07467,0.07874,0.00073,0.00372,0.06761,0.60778,2e-05,-0.6078,0.00179,0.00474,-0.00482,-0.00124,-9e-05,0.00133
"1496",1.495,0.00093,0.00449,0.07449,0.07854,0.00073,0.0037,0.06745,0.60778,2e-05,-0.6078,0.00178,0.00471,-0.0048,-0.00124,-9e-05,0.00133
"1497",1.496,0.00093,0.00447,0.07432,0.07835,0.00072,0.00368,0.06729,0.60777,2e-05,-0.60779,0.00177,0.00469,-0.00478,-0.00124,-9e-05,0.00132
"1498",1.497,0.00092,0.00445,0.07414,0.07815,0.00072,0.00367,0.06714,0.60777,2e-05,-0.60779,0.00176,0.00467,-0.00476,-0.00123,-9e-05,0.00132
"1499",1.498,0.00092,0.00443,0.07397,0.07796,0.00071,0.00365,0.06698,0.60777,2e-05,-0.60779,0.00175,0.00465,-0.00474,-0.00123,-9e-05,0.00132
"1500",1.499,0.00091,0.00441,0.07379,0.07777,0.00071,0.00363,0.06682,0.60777,2e-05,-0.60779,0.00174,0.00463,-0.00472,-0.00123,-9e-05,0.00132
"1501",1.5,9e-04,0.00439,0.07362,0.07758,0.00071,0.00362,0.06666,0.60777,2e-05,-0.60779,0.00173,0.00461,-0.0047,-0.00123,-9e-05,0.00132
"1502",1.501,9e-04,0.00437,0.07345,0.07739,7e-04,0.0036,0.06651,0.60777,2e-05,-0.60779,0.00172,0.00459,-0.00468,-0.00123,-9e-05,0.00132
"1503",1.502,0.00089,0.00435,0.07328,0.0772,7e-04,0.00359,0.06635,0.60777,2e-05,-0.60779,0.00171,0.00457,-0.00465,-0.00123,-9e-05,0.00131
"1504",1.503,0.00089,0.00433,0.07311,0.07701,0.00069,0.00357,0.06619,0.60777,2e-05,-0.60779,0.0017,0.00455,-0.00463,-0.00123,-9e-05,0.00131
"1505",1.504,0.00088,0.00431,0.07293,0.07682,0.00069,0.00355,0.06604,0.60777,2e-05,-0.60778,0.00169,0.00453,-0.00461,-0.00122,-9e-05,0.00131
"1506",1.505,0.00088,0.00429,0.07276,0.07663,0.00069,0.00354,0.06588,0.60776,2e-05,-0.60778,0.00168,0.00451,-0.00459,-0.00122,-8e-05,0.00131
"1507",1.506,0.00087,0.00427,0.07259,0.07644,0.00068,0.00352,0.06573,0.60776,2e-05,-0.60778,0.00167,0.00449,-0.00457,-0.00122,-8e-05,0.00131
"1508",1.507,0.00087,0.00425,0.07242,0.07625,0.00068,0.00351,0.06557,0.60776,2e-05,-0.60778,0.00167,0.00447,-0.00455,-0.00122,-8e-05,0.0013
"1509",1.508,0.00086,0.00424,0.07225,0.07606,0.00067,0.00349,0.06542,0.60776,2e-05,-0.60778,0.00166,0.00445,-0.00453,-0.00122,-8e-05,0.0013
"1510",1.509,0.00086,0.00422,0.07208,0.07588,0.00067,0.00348,0.06526,0.60776,2e-05,-0.60778,0.00165,0.00443,-0.00451,-0.00122,-8e-05,0.0013
"1511",1.51,0.00085,0.0042,0.07191,0.07569,0.00067,0.00346,0.06511,0.60776,2e-05,-0.60778,0.00164,0.00441,-0.00449,-0.00122,-8e-05,0.0013
"1512",1.511,0.00085,0.00418,0.07175,0.0755,0.00066,0.00344,0.06496,0.60776,2e-05,-0.60777,0.00163,0.00439,-0.00447,-0.00121,-8e-05,0.0013
"1513",1.512,0.00085,0.00416,0.07158,0.07532,0.00066,0.00343,0.0648,0.60776,2e-05,-0.60777,0.00162,0.00437,-0.00445,-0.00121,-8e-05,0.00129
"1514",1.513,0.00084,0.00414,0.07141,0.07513,0.00066,0.00341,0.06465,0.60775,2e-05,-0.60777,0.00161,0.00435,-0.00443,-0.00121,-8e-05,0.00129
"1515",1.514,0.00084,0.00412,0.07124,0.07494,0.00065,0.0034,0.0645,0.60775,2e-05,-0.60777,0.0016,0.00433,-0.00441,-0.00121,-8e-05,0.00129
"1516",1.515,0.00083,0.0041,0.07107,0.07476,0.00065,0.00338,0.06435,0.60775,2e-05,-0.60777,0.00159,0.00431,-0.00439,-0.00121,-8e-05,0.00129
"1517",1.516,0.00083,0.00409,0.07091,0.07458,0.00064,0.00337,0.06419,0.60775,2e-05,-0.60777,0.00158,0.00429,-0.00437,-0.00121,-8e-05,0.00129
"1518",1.517,0.00082,0.00407,0.07074,0.07439,0.00064,0.00335,0.06404,0.60775,2e-05,-0.60777,0.00157,0.00427,-0.00435,-0.0012,-8e-05,0.00129
"1519",1.518,0.00082,0.00405,0.07057,0.07421,0.00064,0.00334,0.06389,0.60775,2e-05,-0.60777,0.00156,0.00425,-0.00433,-0.0012,-8e-05,0.00128
"1520",1.519,0.00081,0.00403,0.07041,0.07403,0.00063,0.00332,0.06374,0.60775,2e-05,-0.60776,0.00156,0.00423,-0.00431,-0.0012,-8e-05,0.00128
"1521",1.52,0.00081,0.00401,0.07024,0.07384,0.00063,0.00331,0.06359,0.60775,2e-05,-0.60776,0.00155,0.00421,-0.00429,-0.0012,-8e-05,0.00128
"1522",1.521,8e-04,0.004,0.07008,0.07366,0.00063,0.00329,0.06344,0.60774,2e-05,-0.60776,0.00154,0.00419,-0.00427,-0.0012,-8e-05,0.00128
"1523",1.522,8e-04,0.00398,0.06991,0.07348,0.00062,0.00328,0.06329,0.60774,2e-05,-0.60776,0.00153,0.00418,-0.00425,-0.0012,-8e-05,0.00128
"1524",1.523,0.00079,0.00396,0.06975,0.0733,0.00062,0.00326,0.06314,0.60774,2e-05,-0.60776,0.00152,0.00416,-0.00424,-0.00119,-8e-05,0.00127
"1525",1.524,0.00079,0.00394,0.06959,0.07312,0.00062,0.00325,0.06299,0.60774,2e-05,-0.60776,0.00151,0.00414,-0.00422,-0.00119,-8e-05,0.00127
"1526",1.525,0.00078,0.00392,0.06942,0.07294,0.00061,0.00323,0.06284,0.60774,2e-05,-0.60776,0.0015,0.00412,-0.0042,-0.00119,-8e-05,0.00127
"1527",1.526,0.00078,0.00391,0.06926,0.07276,0.00061,0.00322,0.0627,0.60774,2e-05,-0.60776,0.00149,0.0041,-0.00418,-0.00119,-8e-05,0.00127
"1528",1.527,0.00078,0.00389,0.0691,0.07258,0.00061,0.00321,0.06255,0.60774,2e-05,-0.60775,0.00149,0.00408,-0.00416,-0.00119,-8e-05,0.00126
"1529",1.528,0.00077,0.00387,0.06893,0.0724,6e-04,0.00319,0.0624,0.60774,2e-05,-0.60775,0.00148,0.00406,-0.00414,-0.00119,-8e-05,0.00126
"1530",1.529,0.00077,0.00385,0.06877,0.07222,6e-04,0.00318,0.06225,0.60773,2e-05,-0.60775,0.00147,0.00405,-0.00412,-0.00118,-8e-05,0.00126
"1531",1.53,0.00076,0.00384,0.06861,0.07204,6e-04,0.00316,0.06211,0.60773,2e-05,-0.60775,0.00146,0.00403,-0.0041,-0.00118,-8e-05,0.00126
"1532",1.531,0.00076,0.00382,0.06845,0.07187,0.00059,0.00315,0.06196,0.60773,2e-05,-0.60775,0.00145,0.00401,-0.00409,-0.00118,-8e-05,0.00126
"1533",1.532,0.00075,0.0038,0.06829,0.07169,0.00059,0.00313,0.06181,0.60773,2e-05,-0.60775,0.00144,0.00399,-0.00407,-0.00118,-8e-05,0.00125
"1534",1.533,0.00075,0.00379,0.06813,0.07151,0.00059,0.00312,0.06167,0.60773,2e-05,-0.60775,0.00144,0.00397,-0.00405,-0.00118,-7e-05,0.00125
"1535",1.534,0.00075,0.00377,0.06797,0.07134,0.00058,0.00311,0.06152,0.60773,2e-05,-0.60775,0.00143,0.00396,-0.00403,-0.00118,-7e-05,0.00125
"1536",1.535,0.00074,0.00375,0.06781,0.07116,0.00058,0.00309,0.06138,0.60773,2e-05,-0.60774,0.00142,0.00394,-0.00401,-0.00117,-7e-05,0.00125
"1537",1.536,0.00074,0.00374,0.06765,0.07099,0.00058,0.00308,0.06123,0.60773,2e-05,-0.60774,0.00141,0.00392,-0.004,-0.00117,-7e-05,0.00125
"1538",1.537,0.00073,0.00372,0.06749,0.07081,0.00057,0.00306,0.06109,0.60773,2e-05,-0.60774,0.0014,0.0039,-0.00398,-0.00117,-7e-05,0.00124
"1539",1.538,0.00073,0.0037,0.06733,0.07064,0.00057,0.00305,0.06094,0.60772,2e-05,-0.60774,0.0014,0.00389,-0.00396,-0.00117,-7e-05,0.00124
"1540",1.539,0.00072,0.00369,0.06717,0.07046,0.00057,0.00304,0.0608,0.60772,2e-05,-0.60774,0.00139,0.00387,-0.00394,-0.00117,-7e-05,0.00124
"1541",1.54,0.00072,0.00367,0.06701,0.07029,0.00056,0.00302,0.06065,0.60772,2e-05,-0.60774,0.00138,0.00385,-0.00392,-0.00116,-7e-05,0.00124
"1542",1.541,0.00072,0.00365,0.06686,0.07012,0.00056,0.00301,0.06051,0.60772,2e-05,-0.60774,0.00137,0.00383,-0.00391,-0.00116,-7e-05,0.00123
"1543",1.542,0.00071,0.00364,0.0667,0.06994,0.00056,0.003,0.06037,0.60772,2e-05,-0.60774,0.00136,0.00382,-0.00389,-0.00116,-7e-05,0.00123
"1544",1.543,0.00071,0.00362,0.06654,0.06977,0.00055,0.00298,0.06022,0.60772,2e-05,-0.60773,0.00136,0.0038,-0.00387,-0.00116,-7e-05,0.00123
"1545",1.544,7e-04,0.0036,0.06638,0.0696,0.00055,0.00297,0.06008,0.60772,2e-05,-0.60773,0.00135,0.00378,-0.00385,-0.00116,-7e-05,0.00123
"1546",1.545,7e-04,0.00359,0.06623,0.06943,0.00055,0.00296,0.05994,0.60772,2e-05,-0.60773,0.00134,0.00377,-0.00384,-0.00115,-7e-05,0.00123
"1547",1.546,7e-04,0.00357,0.06607,0.06926,0.00054,0.00294,0.0598,0.60772,2e-05,-0.60773,0.00133,0.00375,-0.00382,-0.00115,-7e-05,0.00122
"1548",1.547,0.00069,0.00356,0.06592,0.06908,0.00054,0.00293,0.05966,0.60771,2e-05,-0.60773,0.00133,0.00373,-0.0038,-0.00115,-7e-05,0.00122
"1549",1.548,0.00069,0.00354,0.06576,0.06891,0.00054,0.00292,0.05952,0.60771,2e-05,-0.60773,0.00132,0.00372,-0.00379,-0.00115,-7e-05,0.00122
"1550",1.549,0.00068,0.00352,0.06561,0.06874,0.00053,0.0029,0.05938,0.60771,2e-05,-0.60773,0.00131,0.0037,-0.00377,-0.00115,-7e-05,0.00122
"1551",1.55,0.00068,0.00351,0.06545,0.06858,0.00053,0.00289,0.05923,0.60771,2e-05,-0.60773,0.0013,0.00368,-0.00375,-0.00114,-7e-05,0.00121
"1552",1.551,0.00068,0.00349,0.0653,0.06841,0.00053,0.00288,0.05909,0.60771,2e-05,-0.60772,0.0013,0.00367,-0.00374,-0.00114,-7e-05,0.00121
"1553",1.552,0.00067,0.00348,0.06514,0.06824,0.00053,0.00287,0.05895,0.60771,2e-05,-0.60772,0.00129,0.00365,-0.00372,-0.00114,-7e-05,0.00121
"1554",1.553,0.00067,0.00346,0.06499,0.06807,0.00052,0.00285,0.05882,0.60771,2e-05,-0.60772,0.00128,0.00363,-0.0037,-0.00114,-7e-05,0.00121
"1555",1.554,0.00067,0.00345,0.06484,0.0679,0.00052,0.00284,0.05868,0.60771,2e-05,-0.60772,0.00127,0.00362,-0.00369,-0.00114,-7e-05,0.0012
"1556",1.555,0.00066,0.00343,0.06468,0.06773,0.00052,0.00283,0.05854,0.6077,2e-05,-0.60772,0.00127,0.0036,-0.00367,-0.00113,-7e-05,0.0012
"1557",1.556,0.00066,0.00341,0.06453,0.06757,0.00051,0.00281,0.0584,0.6077,2e-05,-0.60772,0.00126,0.00358,-0.00365,-0.00113,-7e-05,0.0012
"1558",1.557,0.00065,0.0034,0.06438,0.0674,0.00051,0.0028,0.05826,0.6077,1e-05,-0.60772,0.00125,0.00357,-0.00364,-0.00113,-7e-05,0.0012
"1559",1.558,0.00065,0.00338,0.06423,0.06724,0.00051,0.00279,0.05812,0.6077,1e-05,-0.60772,0.00125,0.00355,-0.00362,-0.00113,-7e-05,0.00119
"1560",1.559,0.00065,0.00337,0.06408,0.06707,5e-04,0.00278,0.05799,0.6077,1e-05,-0.60772,0.00124,0.00354,-0.0036,-0.00113,-7e-05,0.00119
"1561",1.56,0.00064,0.00335,0.06393,0.0669,5e-04,0.00276,0.05785,0.6077,1e-05,-0.60771,0.00123,0.00352,-0.00359,-0.00112,-7e-05,0.00119
"1562",1.561,0.00064,0.00334,0.06378,0.06674,5e-04,0.00275,0.05771,0.6077,1e-05,-0.60771,0.00122,0.00351,-0.00357,-0.00112,-7e-05,0.00119
"1563",1.562,0.00064,0.00332,0.06362,0.06658,5e-04,0.00274,0.05757,0.6077,1e-05,-0.60771,0.00122,0.00349,-0.00356,-0.00112,-7e-05,0.00119
"1564",1.563,0.00063,0.00331,0.06347,0.06641,0.00049,0.00273,0.05744,0.6077,1e-05,-0.60771,0.00121,0.00347,-0.00354,-0.00112,-7e-05,0.00118
"1565",1.564,0.00063,0.00329,0.06332,0.06625,0.00049,0.00271,0.0573,0.60769,1e-05,-0.60771,0.0012,0.00346,-0.00352,-0.00112,-7e-05,0.00118
"1566",1.565,0.00063,0.00328,0.06318,0.06608,0.00049,0.0027,0.05717,0.60769,1e-05,-0.60771,0.0012,0.00344,-0.00351,-0.00111,-6e-05,0.00118
"1567",1.566,0.00062,0.00326,0.06303,0.06592,0.00049,0.00269,0.05703,0.60769,1e-05,-0.60771,0.00119,0.00343,-0.00349,-0.00111,-6e-05,0.00118
"1568",1.567,0.00062,0.00325,0.06288,0.06576,0.00048,0.00268,0.0569,0.60769,1e-05,-0.60771,0.00118,0.00341,-0.00348,-0.00111,-6e-05,0.00117
"1569",1.568,0.00061,0.00324,0.06273,0.0656,0.00048,0.00267,0.05676,0.60769,1e-05,-0.6077,0.00118,0.0034,-0.00346,-0.00111,-6e-05,0.00117
"1570",1.569,0.00061,0.00322,0.06258,0.06544,0.00048,0.00265,0.05663,0.60769,1e-05,-0.6077,0.00117,0.00338,-0.00345,-0.0011,-6e-05,0.00117
"1571",1.57,0.00061,0.00321,0.06243,0.06527,0.00047,0.00264,0.05649,0.60769,1e-05,-0.6077,0.00116,0.00337,-0.00343,-0.0011,-6e-05,0.00117
"1572",1.571,6e-04,0.00319,0.06229,0.06511,0.00047,0.00263,0.05636,0.60769,1e-05,-0.6077,0.00116,0.00335,-0.00341,-0.0011,-6e-05,0.00116
"1573",1.572,6e-04,0.00318,0.06214,0.06495,0.00047,0.00262,0.05622,0.60769,1e-05,-0.6077,0.00115,0.00334,-0.0034,-0.0011,-6e-05,0.00116
"1574",1.573,6e-04,0.00316,0.06199,0.06479,0.00047,0.00261,0.05609,0.60768,1e-05,-0.6077,0.00114,0.00332,-0.00338,-0.0011,-6e-05,0.00116
"1575",1.574,0.00059,0.00315,0.06185,0.06463,0.00046,0.0026,0.05596,0.60768,1e-05,-0.6077,0.00114,0.00331,-0.00337,-0.00109,-6e-05,0.00116
"1576",1.575,0.00059,0.00314,0.0617,0.06447,0.00046,0.00258,0.05583,0.60768,1e-05,-0.6077,0.00113,0.00329,-0.00335,-0.00109,-6e-05,0.00115
"1577",1.576,0.00059,0.00312,0.06155,0.06431,0.00046,0.00257,0.05569,0.60768,1e-05,-0.6077,0.00112,0.00328,-0.00334,-0.00109,-6e-05,0.00115
"1578",1.577,0.00058,0.00311,0.06141,0.06416,0.00046,0.00256,0.05556,0.60768,1e-05,-0.60769,0.00112,0.00326,-0.00332,-0.00109,-6e-05,0.00115
"1579",1.578,0.00058,0.00309,0.06126,0.064,0.00045,0.00255,0.05543,0.60768,1e-05,-0.60769,0.00111,0.00325,-0.00331,-0.00109,-6e-05,0.00115
"1580",1.579,0.00058,0.00308,0.06112,0.06384,0.00045,0.00254,0.0553,0.60768,1e-05,-0.60769,0.00111,0.00323,-0.00329,-0.00108,-6e-05,0.00114
"1581",1.58,0.00057,0.00307,0.06098,0.06368,0.00045,0.00253,0.05517,0.60768,1e-05,-0.60769,0.0011,0.00322,-0.00328,-0.00108,-6e-05,0.00114
"1582",1.581,0.00057,0.00305,0.06083,0.06353,0.00045,0.00252,0.05504,0.60768,1e-05,-0.60769,0.00109,0.0032,-0.00326,-0.00108,-6e-05,0.00114
"1583",1.582,0.00057,0.00304,0.06069,0.06337,0.00044,0.0025,0.05491,0.60767,1e-05,-0.60769,0.00109,0.00319,-0.00325,-0.00108,-6e-05,0.00114
"1584",1.583,0.00056,0.00302,0.06054,0.06321,0.00044,0.00249,0.05478,0.60767,1e-05,-0.60769,0.00108,0.00318,-0.00324,-0.00107,-6e-05,0.00113
"1585",1.584,0.00056,0.00301,0.0604,0.06306,0.00044,0.00248,0.05465,0.60767,1e-05,-0.60769,0.00107,0.00316,-0.00322,-0.00107,-6e-05,0.00113
"1586",1.585,0.00056,0.003,0.06026,0.0629,0.00044,0.00247,0.05452,0.60767,1e-05,-0.60768,0.00107,0.00315,-0.00321,-0.00107,-6e-05,0.00113
"1587",1.586,0.00055,0.00298,0.06012,0.06275,0.00043,0.00246,0.05439,0.60767,1e-05,-0.60768,0.00106,0.00313,-0.00319,-0.00107,-6e-05,0.00113
"1588",1.587,0.00055,0.00297,0.05997,0.06259,0.00043,0.00245,0.05426,0.60767,1e-05,-0.60768,0.00106,0.00312,-0.00318,-0.00107,-6e-05,0.00112
"1589",1.588,0.00055,0.00296,0.05983,0.06244,0.00043,0.00244,0.05413,0.60767,1e-05,-0.60768,0.00105,0.0031,-0.00316,-0.00106,-6e-05,0.00112
"1590",1.589,0.00055,0.00294,0.05969,0.06228,0.00043,0.00243,0.054,0.60767,1e-05,-0.60768,0.00104,0.00309,-0.00315,-0.00106,-6e-05,0.00112
"1591",1.59,0.00054,0.00293,0.05955,0.06213,0.00042,0.00242,0.05387,0.60767,1e-05,-0.60768,0.00104,0.00308,-0.00314,-0.00106,-6e-05,0.00112
"1592",1.591,0.00054,0.00292,0.05941,0.06198,0.00042,0.0024,0.05374,0.60767,1e-05,-0.60768,0.00103,0.00306,-0.00312,-0.00106,-6e-05,0.00111
"1593",1.592,0.00054,0.00291,0.05927,0.06183,0.00042,0.00239,0.05362,0.60766,1e-05,-0.60768,0.00103,0.00305,-0.00311,-0.00105,-6e-05,0.00111
"1594",1.593,0.00053,0.00289,0.05913,0.06167,0.00042,0.00238,0.05349,0.60766,1e-05,-0.60768,0.00102,0.00304,-0.00309,-0.00105,-6e-05,0.00111
"1595",1.594,0.00053,0.00288,0.05899,0.06152,0.00041,0.00237,0.05336,0.60766,1e-05,-0.60767,0.00101,0.00302,-0.00308,-0.00105,-6e-05,0.00111
"1596",1.595,0.00053,0.00287,0.05885,0.06137,0.00041,0.00236,0.05324,0.60766,1e-05,-0.60767,0.00101,0.00301,-0.00307,-0.00105,-6e-05,0.0011
"1597",1.596,0.00052,0.00285,0.05871,0.06122,0.00041,0.00235,0.05311,0.60766,1e-05,-0.60767,0.001,0.003,-0.00305,-0.00104,-6e-05,0.0011
"1598",1.597,0.00052,0.00284,0.05857,0.06107,0.00041,0.00234,0.05298,0.60766,1e-05,-0.60767,0.001,0.00298,-0.00304,-0.00104,-6e-05,0.0011
"1599",1.598,0.00052,0.00283,0.05843,0.06092,4e-04,0.00233,0.05286,0.60766,1e-05,-0.60767,0.00099,0.00297,-0.00302,-0.00104,-6e-05,0.0011
"1600",1.599,0.00052,0.00282,0.05829,0.06077,4e-04,0.00232,0.05273,0.60766,1e-05,-0.60767,0.00099,0.00296,-0.00301,-0.00104,-6e-05,0.00109
"1601",1.6,0.00051,0.0028,0.05816,0.06062,4e-04,0.00231,0.05261,0.60766,1e-05,-0.60767,0.00098,0.00294,-0.003,-0.00104,-6e-05,0.00109
