"times","A_flux","B_flux","AB_flux","inert_flux","A_concentration","B_concentration","AB_concentration","AZ_concentration","BZ_concentration","Z_concentration","A_rate","B_rate","AB_rate","AZ_rate","BZ_rate","Z_rate"
0.177,1.39766,1.75402,0.09036,1.84438,1.18115,1.62398,0.14804,0.31833,0,-0.31833,1.58196,0.51697,-0.51697,2.64696,0,-2.64696
0.178,1.3931,1.75172,0.0917,1.84342,1.17473,1.61923,0.14952,0.32098,0,-0.32098,1.58357,0.51974,-0.51974,2.64739,0,-2.64739
0.179,1.38848,1.74934,0.09305,1.84239,1.16832,1.61445,0.151,0.32363,0,-0.32363,1.58509,0.52248,-0.52248,2.6477,0,-2.6477
0.18,1.38379,1.74688,0.0944,1.84128,1.16191,1.60967,0.15248,0.32628,0,-0.32628,1.58654,0.5252,-0.5252,2.64789,0,-2.64789
0.181,1.37904,1.74434,0.09576,1.8401,1.15549,1.60487,0.15396,0.32892,0,-0.32892,1.58792,0.52788,-0.52788,2.64796,0,-2.64796
0.182,1.37423,1.74172,0.09712,1.83885,1.14908,1.60005,0.15544,0.33157,0,-0.33157,1.58921,0.53053,-0.53053,2.6479,0,-2.6479
0.183,1.36936,1.73904,0.09849,1.83753,1.14268,1.59522,0.15692,0.33422,0,-0.33422,1.59044,0.53316,-0.53316,2.64771,0,-2.64771
0.184,1.36444,1.73628,0.09986,1.83614,1.13628,1.59038,0.15839,0.33687,0,-0.33687,1.59158,0.53575,-0.53575,2.64741,0,-2.64741
0.185,1.35945,1.73346,0.10123,1.83469,1.12988,1.58553,0.15987,0.33952,0,-0.33952,1.59265,0.53831,-0.53831,2.64698,0,-2.64698
0.186,1.35442,1.73056,0.10261,1.83317,1.12349,1.58067,0.16134,0.34216,0,-0.34216,1.59364,0.54085,-0.54085,2.64643,0,-2.64643
0.187,1.34933,1.72761,0.10399,1.8316,1.1171,1.5758,0.16281,0.34481,0,-0.34481,1.59455,0.54335,-0.54335,2.64576,0,-2.64576
0.188,1.3442,1.72458,0.10538,1.82996,1.11072,1.57092,0.16428,0.34745,0,-0.34745,1.59539,0.54582,-0.54582,2.64497,0,-2.64497
0.189,1.33901,1.7215,0.10677,1.82826,1.10435,1.56602,0.16575,0.3501,0,-0.3501,1.59616,0.54826,-0.54826,2.64405,0,-2.64405
0.19,1.33378,1.71835,0.10816,1.82651,1.09799,1.56113,0.16722,0.35274,0,-0.35274,1.59684,0.55067,-0.55067,2.64301,0,-2.64301
0.191,1.32851,1.71515,0.10955,1.8247,1.09163,1.55622,0.16868,0.35538,0,-0.35538,1.59745,0.55306,-0.55306,2.64185,0,-2.64185
0.192,1.32319,1.71188,0.11095,1.82284,1.08529,1.5513,0.17015,0.35803,0,-0.35803,1.59799,0.55541,-0.55541,2.64057,0,-2.64057
0.193,1.31783,1.70857,0.11236,1.82092,1.07895,1.54638,0.17161,0.36067,0,-0.36067,1.59845,0.55773,-0.55773,2.63917,0,-2.63917
0.194,1.31243,1.70519,0.11376,1.81895,1.07262,1.54145,0.17307,0.3633,0,-0.3633,1.59883,0.56002,-0.56002,2.63765,0,-2.63765
0.195,1.30699,1.70177,0.11517,1.81694,1.0663,1.53652,0.17452,0.36594,0,-0.36594,1.59914,0.56227,-0.56227,2.63601,0,-2.63601
0.196,1.30152,1.69829,0.11658,1.81487,1.06,1.53158,0.17598,0.36858,0,-0.36858,1.59938,0.5645,-0.5645,2.63425,0,-2.63425
0.197,1.29601,1.69476,0.11799,1.81276,1.05371,1.52663,0.17743,0.37121,0,-0.37121,1.59954,0.5667,-0.5667,2.63237,0,-2.63237
0.198,1.29046,1.69119,0.11941,1.81059,1.04742,1.52168,0.17888,0.37384,0,-0.37384,1.59962,0.56887,-0.56887,2.63038,0,-2.63038
0.199,1.28488,1.68756,0.12083,1.80839,1.04116,1.51673,0.18032,0.37647,0,-0.37647,1.59963,0.571,-0.571,2.62826,0,-2.62826
0.2,1.27928,1.68389,0.12225,1.80614,1.0349,1.51177,0.18177,0.3791,0,-0.3791,1.59957,0.57311,-0.57311,2.62603,0,-2.62603
0.201,1.27364,1.68018,0.12367,1.80385,1.02866,1.50681,0.18321,0.38172,0,-0.38172,1.59943,0.57518,-0.57518,2.62367,0,-2.62367
0.202,1.26797,1.67642,0.12509,1.80151,1.02243,1.50185,0.18464,0.38434,0,-0.38434,1.59922,0.57723,-0.57723,2.62121,0,-2.62121
0.203,1.26228,1.67262,0.12652,1.79914,1.01622,1.49688,0.18608,0.38696,0,-0.38696,1.59893,0.57924,-0.57924,2.61862,0,-2.61862
0.204,1.25656,1.66878,0.12795,1.79673,1.01002,1.49192,0.18751,0.38958,0,-0.38958,1.59857,0.58122,-0.58122,2.61592,0,-2.61592
0.205,1.25081,1.6649,0.12938,1.79427,1.00384,1.48695,0.18894,0.3922,0,-0.3922,1.59814,0.58318,-0.58318,2.6131,0,-2.6131
0.206,1.24505,1.66098,0.13081,1.79178,0.99767,1.48198,0.19036,0.39481,0,-0.39481,1.59764,0.5851,-0.5851,2.61017,0,-2.61017
0.207,1.23926,1.65702,0.13224,1.78926,0.99152,1.47701,0.19179,0.39742,0,-0.39742,1.59706,0.58699,-0.58699,2.60713,0,-2.60713
0.208,1.23344,1.65303,0.13367,1.7867,0.98539,1.47204,0.1932,0.40002,0,-0.40002,1.59641,0.58885,-0.58885,2.60397,0,-2.60397
0.209,1.22761,1.649,0.1351,1.78411,0.97927,1.46707,0.19462,0.40262,0,-0.40262,1.59569,0.59068,-0.59068,2.6007,0,-2.6007
0.21,1.22176,1.64494,0.13654,1.78148,0.97318,1.4621,0.19603,0.40522,0,-0.40522,1.5949,0.59248,-0.59248,2.59732,0,-2.59732
0.211,1.2159,1.64084,0.13798,1.77882,0.96709,1.45713,0.19744,0.40782,0,-0.40782,1.59403,0.59424,-0.59424,2.59382,0,-2.59382
0.212,1.21001,1.63672,0.13941,1.77613,0.96103,1.45216,0.19884,0.41041,0,-0.41041,1.5931,0.59598,-0.59598,2.59022,0,-2.59022
0.213,1.20411,1.63256,0.14085,1.7734,0.95499,1.44719,0.20024,0.413,0,-0.413,1.59209,0.59769,-0.59769,2.5865,0,-2.5865
0.214,1.1982,1.62837,0.14229,1.77065,0.94896,1.44223,0.20163,0.41558,0,-0.41558,1.59102,0.59937,-0.59937,2.58267,0,-2.58267
0.215,1.19227,1.62415,0.14372,1.76787,0.94296,1.43726,0.20303,0.41816,0,-0.41816,1.58988,0.60101,-0.60101,2.57874,0,-2.57874
0.216,1.18633,1.61991,0.14516,1.76507,0.93697,1.4323,0.20441,0.42074,0,-0.42074,1.58866,0.60263,-0.60263,2.5747,0,-2.5747
0.217,1.18038,1.61563,0.1466,1.76223,0.93101,1.42734,0.2058,0.42331,0,-0.42331,1.58738,0.60421,-0.60421,2.57055,0,-2.57055
0.218,1.17442,1.61134,0.14804,1.75937,0.92506,1.42239,0.20717,0.42588,0,-0.42588,1.58603,0.60577,-0.60577,2.56629,0,-2.56629
0.219,1.16845,1.60701,0.14947,1.75648,0.91914,1.41744,0.20855,0.42845,0,-0.42845,1.58461,0.6073,-0.6073,2.56193,0,-2.56193
0.22,1.16247,1.60266,0.15091,1.75357,0.91323,1.41249,0.20992,0.43101,0,-0.43101,1.58313,0.60879,-0.60879,2.55746,0,-2.55746
0.221,1.15648,1.59829,0.15235,1.75064,0.90735,1.40754,0.21128,0.43356,0,-0.43356,1.58157,0.61026,-0.61026,2.55289,0,-2.55289
0.222,1.15049,1.5939,0.15378,1.74768,0.90149,1.4026,0.21264,0.43611,0,-0.43611,1.57995,0.61169,-0.61169,2.54822,0,-2.54822
0.223,1.14449,1.58948,0.15522,1.7447,0.89565,1.39767,0.214,0.43866,0,-0.43866,1.57827,0.6131,-0.6131,2.54344,0,-2.54344
0.224,1.13848,1.58504,0.15665,1.7417,0.88983,1.39274,0.21535,0.4412,0,-0.4412,1.57652,0.61447,-0.61447,2.53856,0,-2.53856
0.225,1.13247,1.58059,0.15809,1.73868,0.88403,1.38781,0.2167,0.44373,0,-0.44373,1.5747,0.61582,-0.61582,2.53358,0,-2.53358
0.226,1.12646,1.57611,0.15952,1.73563,0.87826,1.38289,0.21804,0.44627,0,-0.44627,1.57282,0.61714,-0.61714,2.52851,0,-2.52851
0.227,1.12044,1.57162,0.16095,1.73257,0.87251,1.37798,0.21938,0.44879,0,-0.44879,1.57088,0.61842,-0.61842,2.52333,0,-2.52333
0.228,1.11443,1.5671,0.16239,1.72949,0.86678,1.37307,0.22071,0.45131,0,-0.45131,1.56887,0.61968,-0.61968,2.51805,0,-2.51805
0.229,1.10841,1.56257,0.16382,1.72639,0.86108,1.36816,0.22204,0.45383,0,-0.45383,1.5668,0.62091,-0.62091,2.51268,0,-2.51268
0.23,1.10239,1.55802,0.16524,1.72327,0.8554,1.36327,0.22336,0.45634,0,-0.45634,1.56466,0.62211,-0.62211,2.50721,0,-2.50721
0.231,1.09637,1.55346,0.16667,1.72013,0.84974,1.35838,0.22468,0.45884,0,-0.45884,1.56247,0.62328,-0.62328,2.50165,0,-2.50165
0.232,1.09036,1.54888,0.1681,1.71698,0.84411,1.35349,0.22599,0.46134,0,-0.46134,1.56021,0.62442,-0.62442,2.496,0,-2.496
0.233,1.08434,1.54429,0.16952,1.71381,0.8385,1.34862,0.22729,0.46383,0,-0.46383,1.55789,0.62553,-0.62553,2.49025,0,-2.49025
0.234,1.07833,1.53969,0.17094,1.71063,0.83291,1.34375,0.22859,0.46632,0,-0.46632,1.55551,0.62662,-0.62662,2.48441,0,-2.48441
0.235,1.07232,1.53507,0.17236,1.70743,0.82735,1.33888,0.22989,0.4688,0,-0.4688,1.55307,0.62767,-0.62767,2.47847,0,-2.47847
0.236,1.06632,1.53044,0.17378,1.70422,0.82182,1.33403,0.23118,0.47128,0,-0.47128,1.55057,0.6287,-0.6287,2.47245,0,-2.47245
0.237,1.06032,1.52579,0.1752,1.70099,0.81631,1.32918,0.23247,0.47375,0,-0.47375,1.54802,0.6297,-0.6297,2.46634,0,-2.46634
0.238,1.05432,1.52114,0.17661,1.69775,0.81082,1.32434,0.23374,0.47621,0,-0.47621,1.5454,0.63067,-0.63067,2.46014,0,-2.46014
0.239,1.04833,1.51647,0.17803,1.6945,0.80536,1.31951,0.23502,0.47867,0,-0.47867,1.54273,0.63161,-0.63161,2.45386,0,-2.45386
0.24,1.04235,1.5118,0.17944,1.69123,0.79992,1.31468,0.23629,0.48112,0,-0.48112,1.54,0.63252,-0.63252,2.44749,0,-2.44749
0.241,1.03637,1.50711,0.18084,1.68795,0.79451,1.30987,0.23755,0.48356,0,-0.48356,1.53722,0.6334,-0.6334,2.44103,0,-2.44103
0.242,1.03041,1.50242,0.18225,1.68467,0.78913,1.30506,0.2388,0.486,0,-0.486,1.53438,0.63426,-0.63426,2.43449,0,-2.43449
0.243,1.02445,1.49772,0.18365,1.68137,0.78377,1.30027,0.24005,0.48843,0,-0.48843,1.53148,0.63509,-0.63509,2.42787,0,-2.42787
0.244,1.01849,1.49301,0.18505,1.67806,0.77844,1.29548,0.2413,0.49086,0,-0.49086,1.52853,0.63589,-0.63589,2.42117,0,-2.42117
0.245,1.01255,1.48829,0.18645,1.67473,0.77313,1.2907,0.24254,0.49327,0,-0.49327,1.52553,0.63667,-0.63667,2.41439,0,-2.41439
0.246,1.00662,1.48356,0.18784,1.6714,0.76785,1.28593,0.24377,0.49569,0,-0.49569,1.52247,0.63741,-0.63741,2.40753,0,-2.40753
0.247,1.0007,1.47883,0.18923,1.66807,0.76259,1.28117,0.245,0.49809,0,-0.49809,1.51936,0.63813,-0.63813,2.40059,0,-2.40059
0.248,0.99479,1.4741,0.19062,1.66472,0.75736,1.27641,0.24622,0.50049,0,-0.50049,1.5162,0.63883,-0.63883,2.39357,0,-2.39357
0.249,0.98889,1.46936,0.192,1.66136,0.75216,1.27167,0.24743,0.50288,0,-0.50288,1.51299,0.63949,-0.63949,2.38648,0,-2.38648
0.25,0.983,1.46461,0.19339,1.658,0.74699,1.26694,0.24864,0.50526,0,-0.50526,1.50973,0.64013,-0.64013,2.37932,0,-2.37932
0.251,0.97713,1.45986,0.19476,1.65462,0.74184,1.26222,0.24984,0.50764,0,-0.50764,1.50641,0.64075,-0.64075,2.37208,0,-2.37208
0.252,0.97127,1.4551,0.19614,1.65124,0.73671,1.25751,0.25104,0.51,0,-0.51,1.50305,0.64133,-0.64133,2.36477,0,-2.36477
0.253,0.96542,1.45035,0.19751,1.64786,0.73162,1.25281,0.25223,0.51236,0,-0.51236,1.49964,0.64189,-0.64189,2.35739,0,-2.35739
0.254,0.95958,1.44558,0.19888,1.64446,0.72655,1.24812,0.25341,0.51472,0,-0.51472,1.49618,0.64243,-0.64243,2.34994,0,-2.34994
0.255,0.95376,1.44082,0.20024,1.64106,0.72151,1.24343,0.25459,0.51706,0,-0.51706,1.49268,0.64294,-0.64294,2.34242,0,-2.34242
0.256,0.94795,1.43605,0.2016,1.63766,0.71649,1.23876,0.25576,0.5194,0,-0.5194,1.48913,0.64342,-0.64342,2.33484,0,-2.33484
0.257,0.94216,1.43129,0.20296,1.63425,0.7115,1.23411,0.25693,0.52173,0,-0.52173,1.48553,0.64388,-0.64388,2.32718,0,-2.32718
0.258,0.93639,1.42652,0.20431,1.63083,0.70654,1.22946,0.25809,0.52406,0,-0.52406,1.48189,0.64431,-0.64431,2.31947,0,-2.31947
0.259,0.93063,1.42174,0.20566,1.62741,0.70161,1.22482,0.25924,0.52637,0,-0.52637,1.4782,0.64471,-0.64471,2.31169,0,-2.31169
0.26,0.92488,1.41697,0.20701,1.62398,0.6967,1.22019,0.26038,0.52868,0,-0.52868,1.47447,0.64509,-0.64509,2.30385,0,-2.30385
0.261,0.91915,1.4122,0.20835,1.62055,0.69182,1.21558,0.26152,0.53098,0,-0.53098,1.4707,0.64545,-0.64545,2.29594,0,-2.29594
0.262,0.91344,1.40743,0.20969,1.61712,0.68696,1.21098,0.26266,0.53327,0,-0.53327,1.46688,0.64578,-0.64578,2.28798,0,-2.28798
0.263,0.90775,1.40266,0.21102,1.61368,0.68214,1.20638,0.26378,0.53556,0,-0.53556,1.46302,0.64609,-0.64609,2.27996,0,-2.27996
0.264,0.90207,1.39789,0.21235,1.61024,0.67734,1.2018,0.2649,0.53783,0,-0.53783,1.45912,0.64637,-0.64637,2.27188,0,-2.27188
0.265,0.89641,1.39312,0.21367,1.60679,0.67257,1.19723,0.26601,0.5401,0,-0.5401,1.45518,0.64663,-0.64663,2.26374,0,-2.26374
0.266,0.89077,1.38835,0.21499,1.60334,0.66783,1.19268,0.26712,0.54236,0,-0.54236,1.4512,0.64686,-0.64686,2.25555,0,-2.25555
0.267,0.88515,1.38358,0.21631,1.59989,0.66311,1.18813,0.26822,0.54461,0,-0.54461,1.44719,0.64707,-0.64707,2.2473,0,-2.2473
0.268,0.87955,1.37882,0.21762,1.59644,0.65842,1.1836,0.26931,0.54685,0,-0.54685,1.44313,0.64726,-0.64726,2.239,0,-2.239
0.269,0.87397,1.37406,0.21893,1.59298,0.65376,1.17908,0.2704,0.54909,0,-0.54909,1.43904,0.64742,-0.64742,2.23066,0,-2.23066
0.27,0.8684,1.3693,0.22023,1.58953,0.64912,1.17457,0.27148,0.55132,0,-0.55132,1.43491,0.64756,-0.64756,2.22226,0,-2.22226
0.271,0.86286,1.36454,0.22153,1.58607,0.64452,1.17007,0.27255,0.55353,0,-0.55353,1.43074,0.64767,-0.64767,2.21381,0,-2.21381
0.272,0.85733,1.35979,0.22282,1.58261,0.63994,1.16558,0.27362,0.55574,0,-0.55574,1.42654,0.64776,-0.64776,2.20531,0,-2.20531
0.273,0.85183,1.35504,0.22411,1.57915,0.63538,1.16111,0.27468,0.55794,0,-0.55794,1.4223,0.64783,-0.64783,2.19677,0,-2.19677
0.274,0.84634,1.35029,0.22539,1.57568,0.63086,1.15665,0.27573,0.56014,0,-0.56014,1.41803,0.64788,-0.64788,2.18818,0,-2.18818
0.275,0.84088,1.34555,0.22667,1.57222,0.62636,1.1522,0.27677,0.56232,0,-0.56232,1.41373,0.64791,-0.64791,2.17954,0,-2.17954
0.276,0.83544,1.34081,0.22794,1.56875,0.62189,1.14776,0.27781,0.5645,0,-0.5645,1.40939,0.64791,-0.64791,2.17087,0,-2.17087
0.277,0.83002,1.33608,0.22921,1.56529,0.61744,1.14334,0.27884,0.56666,0,-0.56666,1.40502,0.64789,-0.64789,2.16215,0,-2.16215
0.278,0.82462,1.33135,0.23047,1.56182,0.61303,1.13893,0.27987,0.56882,0,-0.56882,1.40062,0.64785,-0.64785,2.15339,0,-2.15339
0.279,0.81924,1.32663,0.23173,1.55836,0.60864,1.13453,0.28089,0.57097,0,-0.57097,1.39619,0.64778,-0.64778,2.14459,0,-2.14459
0.28,0.81388,1.32191,0.23298,1.55489,0.60428,1.13015,0.2819,0.57311,0,-0.57311,1.39173,0.6477,-0.6477,2.13576,0,-2.13576
0.281,0.80855,1.3172,0.23423,1.55143,0.59994,1.12577,0.2829,0.57524,0,-0.57524,1.38724,0.64759,-0.64759,2.12688,0,-2.12688
0.282,0.80324,1.3125,0.23547,1.54796,0.59563,1.12141,0.2839,0.57736,0,-0.57736,1.38272,0.64746,-0.64746,2.11797,0,-2.11797
0.283,0.79795,1.3078,0.2367,1.5445,0.59135,1.11707,0.28489,0.57948,0,-0.57948,1.37817,0.64731,-0.64731,2.10903,0,-2.10903
0.284,0.79268,1.3031,0.23793,1.54104,0.5871,1.11273,0.28587,0.58158,0,-0.58158,1.3736,0.64714,-0.64714,2.10005,0,-2.10005
0.285,0.78744,1.29842,0.23916,1.53757,0.58287,1.10841,0.28685,0.58368,0,-0.58368,1.36899,0.64695,-0.64695,2.09104,0,-2.09104
0.286,0.78222,1.29374,0.24038,1.53411,0.57867,1.1041,0.28782,0.58576,0,-0.58576,1.36437,0.64674,-0.64674,2.08199,0,-2.08199
0.287,0.77702,1.28906,0.24159,1.53065,0.5745,1.09981,0.28878,0.58784,0,-0.58784,1.35972,0.64651,-0.64651,2.07292,0,-2.07292
0.288,0.77185,1.2844,0.2428,1.5272,0.57035,1.09552,0.28974,0.58991,0,-0.58991,1.35504,0.64626,-0.64626,2.06382,0,-2.06382
0.289,0.7667,1.27974,0.244,1.52374,0.56623,1.09126,0.29068,0.59197,0,-0.59197,1.35034,0.64599,-0.64599,2.05469,0,-2.05469
0.29,0.76157,1.27509,0.2452,1.52029,0.56214,1.087,0.29163,0.59402,0,-0.59402,1.34561,0.6457,-0.6457,2.04553,0,-2.04553
0.291,0.75646,1.27044,0.24639,1.51683,0.55807,1.08276,0.29256,0.59606,0,-0.59606,1.34087,0.64539,-0.64539,2.03635,0,-2.03635
0.292,0.75139,1.26581,0.24758,1.51338,0.55403,1.07853,0.29349,0.59809,0,-0.59809,1.3361,0.64506,-0.64506,2.02714,0,-2.02714
0.293,0.74633,1.26118,0.24876,1.50994,0.55001,1.07431,0.29441,0.60011,0,-0.60011,1.33131,0.64471,-0.64471,2.01791,0,-2.01791
0.294,0.7413,1.25656,0.24993,1.50649,0.54603,1.07011,0.29532,0.60213,0,-0.60213,1.3265,0.64434,-0.64434,2.00866,0,-2.00866
0.295,0.73629,1.25195,0.2511,1.50305,0.54206,1.06592,0.29623,0.60413,0,-0.60413,1.32167,0.64395,-0.64395,1.99938,0,-1.99938
0.296,0.73131,1.24734,0.25226,1.4996,0.53813,1.06174,0.29713,0.60613,0,-0.60613,1.31682,0.64355,-0.64355,1.99009,0,-1.99009
0.297,0.72635,1.24275,0.25342,1.49617,0.53422,1.05758,0.29802,0.60811,0,-0.60811,1.31195,0.64313,-0.64313,1.98077,0,-1.98077
0.298,0.72142,1.23816,0.25457,1.49273,0.53034,1.05343,0.2989,0.61009,0,-0.61009,1.30706,0.64268,-0.64268,1.97144,0,-1.97144
0.299,0.71651,1.23359,0.25571,1.4893,0.52648,1.04929,0.29978,0.61205,0,-0.61205,1.30216,0.64222,-0.64222,1.96209,0,-1.96209
0.3,0.71162,1.22902,0.25685,1.48587,0.52265,1.04517,0.30065,0.61401,0,-0.61401,1.29723,0.64175,-0.64175,1.95272,0,-1.95272
0.301,0.70676,1.22446,0.25798,1.48244,0.51884,1.04106,0.30152,0.61596,0,-0.61596,1.2923,0.64125,-0.64125,1.94334,0,-1.94334
0.302,0.70193,1.21991,0.25911,1.47902,0.51506,1.03697,0.30237,0.6179,0,-0.6179,1.28734,0.64074,-0.64074,1.93394,0,-1.93394
0.303,0.69712,1.21537,0.26023,1.4756,0.51131,1.03288,0.30322,0.61983,0,-0.61983,1.28237,0.64021,-0.64021,1.92454,0,-1.92454
0.304,0.69233,1.21084,0.26134,1.47219,0.50758,1.02882,0.30407,0.62175,0,-0.62175,1.27739,0.63966,-0.63966,1.91511,0,-1.91511
0.305,0.68757,1.20633,0.26245,1.46877,0.50387,1.02476,0.3049,0.62366,0,-0.62366,1.27239,0.6391,-0.6391,1.90568,0,-1.90568
0.306,0.68284,1.20182,0.26355,1.46536,0.5002,1.02072,0.30573,0.62556,0,-0.62556,1.26738,0.63852,-0.63852,1.89624,0,-1.89624
0.307,0.67813,1.19732,0.26464,1.46196,0.49654,1.01669,0.30655,0.62745,0,-0.62745,1.26236,0.63792,-0.63792,1.88679,0,-1.88679
0.308,0.67344,1.19283,0.26573,1.45856,0.49292,1.01268,0.30737,0.62933,0,-0.62933,1.25732,0.63731,-0.63731,1.87733,0,-1.87733
0.309,0.66878,1.18835,0.26681,1.45516,0.48931,1.00867,0.30817,0.6312,0,-0.6312,1.25227,0.63668,-0.63668,1.86786,0,-1.86786
0.31,0.66415,1.18388,0.26789,1.45177,0.48573,1.00469,0.30898,0.63307,0,-0.63307,1.24721,0.63604,-0.63604,1.85839,0,-1.85839
0.311,0.65954,1.17942,0.26896,1.44838,0.48218,1.00071,0.30977,0.63492,0,-0.63492,1.24214,0.63537,-0.63537,1.84891,0,-1.84891
0.312,0.65496,1.17497,0.27002,1.44499,0.47865,0.99675,0.31056,0.63677,0,-0.63677,1.23706,0.6347,-0.6347,1.83943,0,-1.83943
0.313,0.6504,1.17054,0.27108,1.44161,0.47515,0.99281,0.31134,0.6386,0,-0.6386,1.23197,0.63401,-0.63401,1.82994,0,-1.82994
0.314,0.64587,1.16611,0.27213,1.43824,0.47167,0.98887,0.31211,0.64043,0,-0.64043,1.22687,0.6333,-0.6333,1.82045,0,-1.82045
0.315,0.64136,1.1617,0.27317,1.43487,0.46821,0.98495,0.31287,0.64224,0,-0.64224,1.22177,0.63258,-0.63258,1.81096,0,-1.81096
0.316,0.63688,1.15729,0.27421,1.4315,0.46478,0.98105,0.31363,0.64405,0,-0.64405,1.21665,0.63184,-0.63184,1.80146,0,-1.80146
0.317,0.63243,1.1529,0.27524,1.42814,0.46137,0.97715,0.31439,0.64584,0,-0.64584,1.21153,0.63109,-0.63109,1.79197,0,-1.79197
0.318,0.628,1.14852,0.27626,1.42478,0.45799,0.97328,0.31513,0.64763,0,-0.64763,1.2064,0.63032,-0.63032,1.78248,0,-1.78248
0.319,0.62359,1.14415,0.27728,1.42143,0.45463,0.96941,0.31587,0.64941,0,-0.64941,1.20127,0.62954,-0.62954,1.77299,0,-1.77299
0.32,0.61921,1.13979,0.27829,1.41808,0.4513,0.96556,0.3166,0.65118,0,-0.65118,1.19613,0.62875,-0.62875,1.7635,0,-1.7635
0.321,0.61486,1.13544,0.27929,1.41473,0.44798,0.96172,0.31732,0.65294,0,-0.65294,1.19098,0.62794,-0.62794,1.75401,0,-1.75401
0.322,0.61053,1.13111,0.28029,1.4114,0.4447,0.9579,0.31804,0.65469,0,-0.65469,1.18583,0.62712,-0.62712,1.74453,0,-1.74453
0.323,0.60623,1.12678,0.28128,1.40806,0.44143,0.95409,0.31875,0.65643,0,-0.65643,1.18067,0.62629,-0.62629,1.73506,0,-1.73506
0.324,0.60195,1.12247,0.28226,1.40473,0.43819,0.95029,0.31946,0.65816,0,-0.65816,1.17551,0.62544,-0.62544,1.72559,0,-1.72559
0.325,0.5977,1.11817,0.28324,1.40141,0.43497,0.9465,0.32015,0.65988,0,-0.65988,1.17035,0.62458,-0.62458,1.71612,0,-1.71612
0.326,0.59347,1.11388,0.28421,1.39809,0.43178,0.94273,0.32084,0.66159,0,-0.66159,1.16518,0.6237,-0.6237,1.70667,0,-1.70667
0.327,0.58927,1.10961,0.28517,1.39478,0.42861,0.93898,0.32153,0.66329,0,-0.66329,1.16002,0.62281,-0.62281,1.69722,0,-1.69722
0.328,0.58509,1.10534,0.28613,1.39147,0.42546,0.93523,0.3222,0.66498,0,-0.66498,1.15484,0.62191,-0.62191,1.68778,0,-1.68778
0.329,0.58094,1.10109,0.28708,1.38817,0.42233,0.9315,0.32287,0.66667,0,-0.66667,1.14967,0.621,-0.621,1.67834,0,-1.67834
0.33,0.57682,1.09685,0.28803,1.38487,0.41923,0.92779,0.32353,0.66834,0,-0.66834,1.1445,0.62008,-0.62008,1.66892,0,-1.66892
0.331,0.57272,1.09262,0.28896,1.38158,0.41614,0.92409,0.32419,0.67,0,-0.67,1.13933,0.61914,-0.61914,1.65951,0,-1.65951
0.332,0.56864,1.0884,0.28989,1.3783,0.41309,0.9204,0.32484,0.67166,0,-0.67166,1.13415,0.61819,-0.61819,1.65011,0,-1.65011
0.333,0.5646,1.0842,0.29082,1.37502,0.41005,0.91672,0.32548,0.6733,0,-0.6733,1.12898,0.61723,-0.61723,1.64073,0,-1.64073
0.334,0.56057,1.08001,0.29173,1.37174,0.40703,0.91306,0.32612,0.67494,0,-0.67494,1.12381,0.61626,-0.61626,1.63135,0,-1.63135
0.335,0.55657,1.07583,0.29264,1.36847,0.40404,0.90941,0.32675,0.67657,0,-0.67657,1.11863,0.61527,-0.61527,1.62199,0,-1.62199
0.336,0.5526,1.07166,0.29355,1.36521,0.40107,0.90577,0.32737,0.67818,0,-0.67818,1.11346,0.61428,-0.61428,1.61264,0,-1.61264
0.337,0.54865,1.0675,0.29444,1.36195,0.39812,0.90215,0.32798,0.67979,0,-0.67979,1.10829,0.61327,-0.61327,1.60331,0,-1.60331
0.338,0.54472,1.06336,0.29533,1.3587,0.39519,0.89854,0.32859,0.68139,0,-0.68139,1.10313,0.61226,-0.61226,1.594,0,-1.594
0.339,0.54083,1.05923,0.29622,1.35545,0.39229,0.89495,0.3292,0.68298,0,-0.68298,1.09796,0.61123,-0.61123,1.5847,0,-1.5847
0.34,0.53695,1.05511,0.29709,1.35221,0.3894,0.89136,0.32979,0.68456,0,-0.68456,1.0928,0.61019,-0.61019,1.57541,0,-1.57541
0.341,0.5331,1.05101,0.29796,1.34897,0.38654,0.88779,0.33038,0.68613,0,-0.68613,1.08764,0.60914,-0.60914,1.56614,0,-1.56614
0.342,0.52928,1.04692,0.29883,1.34574,0.3837,0.88424,0.33096,0.68769,0,-0.68769,1.08249,0.60808,-0.60808,1.5569,0,-1.5569
0.343,0.52548,1.04284,0.29968,1.34252,0.38087,0.8807,0.33154,0.68924,0,-0.68924,1.07734,0.60701,-0.60701,1.54766,0,-1.54766
0.344,0.5217,1.03877,0.30053,1.3393,0.37807,0.87717,0.33211,0.69079,0,-0.69079,1.07219,0.60594,-0.60594,1.53845,0,-1.53845
0.345,0.51795,1.03472,0.30137,1.33609,0.37529,0.87365,0.33267,0.69232,0,-0.69232,1.06705,0.60485,-0.60485,1.52926,0,-1.52926
0.346,0.51422,1.03068,0.30221,1.33289,0.37253,0.87015,0.33323,0.69385,0,-0.69385,1.06192,0.60375,-0.60375,1.52009,0,-1.52009
0.347,0.51052,1.02665,0.30304,1.32969,0.36979,0.86666,0.33378,0.69536,0,-0.69536,1.05679,0.60264,-0.60264,1.51094,0,-1.51094
